Token,Num_Labels,Num_Occurrences
quán,15,780
bàn,18,779
nhờ,21,777
tphcm,18,777
tuần,19,776
rau,11,776
mùa,21,776
trung_tâm,20,776
tổng,21,774
nhanh_chóng,21,774
nhẹ,20,774
chủ,21,771
tự,19,771
bỏ,21,770
tỉnh,20,766
mắt,20,765
vị_trí,21,763
vòng,21,761
thiếu,21,759
pin,13,758
công_tác,18,757
kết_nối,18,753
độc_giả,10,753
dân,21,752
dinh_dưỡng,11,751
sang_trọng,13,751
một_cách,20,749
tựa,13,749
trang_trí,15,748
cổ_phần,15,748
đầy,20,746
xã_hội,20,744
thoải_mái,19,741
bệnh_viện,13,740
cắt,18,740
kỹ_thuật,20,738
quả,19,736
chịu,20,734
vô_cùng,20,734
đôi,21,734
hộp,15,731
yêu_cầu,21,731
nghiên_cứu,21,729
đáng,21,729
lâu,20,729
sang,21,729
tường,18,726
sống,18,725
tình_trạng,20,721
nằm,20,720
chăm_sóc,17,719
chân,20,708
hợp_tác,18,705
cuối,22,702
c,17,700
hình_ảnh,18,700
bài,20,700
cộng_tác,7,699
tự_nhiên,17,699
cửa,18,698
bền,8,698
trở_nên,21,697
vùng,19,696
thuộc,22,696
đa_dạng,21,695
bài_vở,6,695
quy_định,16,694
banbientapicomvn,5,693
học_sinh,15,693
loa,7,690
thu,20,688
phía,21,688
dẫn,21,686
phục_vụ,20,683
mềm,15,682
thành_phố,20,682
quốc_tế,21,682
thành_công,21,681
càng,20,681
nước_ngoài,20,681
chú_ý,21,680
nhiệt_độ,15,676
kinh_nghiệm,20,672
bảo_quản,12,670
phủ,18,669
tiêu_dùng,15,666
căn_hộ,6,665
bổ_sung,21,665
tư_vấn,16,665
công_nghiệp,20,664
tiết_kiệm,19,664
nấu,13,663
mát,16,660
chung,22,658
buổi,20,656
in,19,655
địa_phương,13,654
a,19,654
hút,19,653
ba,21,649
kể,22,648
bác_sĩ,14,648
đáp_ứng,22,648
quyết_định,20,647
trứng,11,647
gặp,21,647
bao,21,645
chính_sách,17,644
an,20,640
chính_phủ,14,640
sàn,18,639
giai_đoạn,20,635
xuống,21,634
nhật,21,633
triệu,20,631
chức_năng,17,631
quan_tâm,21,631
nghe,19,630
vitamin,9,629
tập_đoàn,17,629
bao_gồm,21,629
miếng,16,628
vỏ,12,625
hành,16,623
trường_hợp,21,623
đen,17,621
điều_kiện,21,618
kiểu,19,616
hàng_đầu,20,615
gồm,21,614
nhé,13,612
tăng_cường,18,612
d,17,612
sao,20,611
thấp,20,611
nguyên,21,610
hạn_chế,20,610
hướng,21,609
chương_trình,18,608
thanh,20,608
làn,13,608
chuyển,21,608
giấy,19,608
thu_hút,20,606
bắt_đầu,20,604
độc_đáo,16,601
thi,20,600
chúng_ta,20,600
tấm,19,599
chế_độ,17,598
tết,16,598
phân,20,598
máu,15,597
thời_điểm,20,596
rõ,21,593
bóng,15,592
cộng_đồng,16,590
tắm,9,589
biển,20,588
thưởng_thức,12,588
lạnh,15,588
cuộc,21,588
ghế,16,584
bắc,22,583
muối,11,583
chín,13,582
điện_thoại,18,582
thép,15,581
hà,21,581
mạnh_mẽ,20,580
tiêu_chuẩn,20,580
triển_khai,16,579
kèm,20,579
chuyên,18,579
tươi,16,578
rộng,21,578
vì_vậy,22,577
xử_lý,22,577
khó_khăn,22,575
rẻ,20,573
nhóm,19,573
ban,20,573
vài,22,572
trà,13,572
tài_chính,15,572
chính_thức,20,571
thủ_tướng,11,571
gọi,21,571
đỏ,17,569
tin,20,569
thành_lập,20,568
phép,21,568
ấm,16,568
chế_biến,17,567
nhẹ_nhàng,14,566
uy_tín,20,565
tối_đa,21,565
âm_thanh,13,564
thực_tế,20,564
cơ_hội,18,564
kết_quả,19,563
kiểm_tra,18,562
hàn_quốc,19,561
hương_vị,7,560
thường_xuyên,20,560
cơm,14,559
cân,18,559
đánh,17,558
tặng,18,558
nổi_tiếng,20,557
chuẩn_bị,20,557
áo,16,555
nổi_bật,18,555
thích_hợp,18,554
đầy_đủ,20,553
đứng,20,552
dặm,6,551
thậm_chí,21,550
khúc,17,550
sớm,20,550
xin,19,549
thương_mại,18,549
đau,15,549
thông_qua,20,548
kiểu_dáng,11,548
xuất_hiện,19,546
biến,20,546
tập_trung,22,545
cá_nhân,22,544
đổ,20,543
chúng,17,543
nghiệm,21,542
dán,14,540
phụ_nữ,17,540
huyện,14,539
cần_thiết,21,538
tuyến,17,537
xa,21,537
hồng,19,536
nặng,20,535
toàn,21,533
lắp_đặt,12,532
h,19,531
rác,6,530
kính,15,528
diện_tích,17,528
nướng,8,528
giống,20,528
ngôi,17,527
b,18,527
khỏi,21,525
nhân_viên,19,525
phương_pháp,16,524
kế_hoạch,18,524
đâu,21,524
bụng,14,524
nến,8,523
gọn,15,522
ai,21,520
tầm,20,519
nắp,8,519
phân_phối,15,518
quà,18,517
nội_thất,11,517
sơn,18,517
ổn_định,21,515
điều_chỉnh,20,514
phụ_kiện,12,513
ngân_hàng,18,512
công,21,512
thông_minh,16,512
cầu,21,512
kg,14,511
công_suất,13,510
giao,21,509
cụ_thể,21,507
sức,20,507
như_vậy,21,506
trung,21,506
số_lượng,21,505
nhiệt,14,504
quốc,21,504
thầy,10,503
hcm,15,502
chuyên_gia,21,502
cơ_quan,18,501
v,13,500
bò,11,499
nét,20,498
chi_phí,21,498
lưu_ý,18,497
ngọt,12,497
ga,15,496
gia_vị,10,496
chứng_khoán,8,496
ấn_tượng,20,494
trẻ_em,16,494
phát_điện,4,492
trang,20,491
văn_phòng,20,491
quan_hệ,17,490
xảy,18,489
yếu_tố,20,489
tinh_tế,13,488
thành_viên,21,488
thủy_tinh,10,487
nhân_vật,8,486
tây,19,486
đăng_ký,18,485
tác_dụng,16,485
tỷ,18,482
diễn,20,482
thìa,6,482
tôm,7,482
thời_trang,13,481
website,16,481
nữ,20,481
hơi,19,478
thân,20,478
vậy,21,477
ống,13,476
liên_quan,19,476
khóa,20,474
viết,19,473
nắng,16,473
quý,20,472
đựng,10,470
hồ_chí,17,469
ép,13,469
mobile,7,469
củ,13,468
inox,7,468
công_việc,21,468
cổng,13,468
liên_tục,21,467
dạng,18,466
bảo_đảm,18,466
tuyệt_vời,16,465
trận,12,464
tự_động,15,464
cam,16,463
trọng_lượng,9,461
đội,17,461
sợi,15,460
điều_khiển,14,459
đẹp_mắt,14,459
góp_phần,20,458
bề_mặt,10,458
tăng_trưởng,17,457
nha,18,457
công_trình,15,457
giải_pháp,20,457
lọc,13,456
suốt,20,455
bảng,17,452
camera,8,451
sách,14,451
cà_phê,12,450
thức_ăn,14,450
mạng,19,448
nhập_khẩu,16,448
ngày_càng,21,448
quần_áo,11,447
thể_hiện,20,447
lòng,18,446
lan,20,445
lời,21,445
dưỡng,8,443
á,21,443
hồ,18,443
mịn,13,442
thùng,10,442
ẩm,9,441
ngồi,20,441
sự_kiện,19,440
ra_mắt,15,440
năng_lượng,18,437
truyền_thống,21,434
đun,8,434
ngâm,8,433
tủ,12,432
trang_bị,16,432
ly,16,432
di_chuyển,17,431
pha,15,431
áp_dụng,19,430
thẻ,13,430
cháo,8,430
tải,12,430
máy_tính,12,429
chữa,13,429
hình,19,429
hiểu,19,428
giáo_dục,12,428
bay,16,427
cuộc_sống,19,426
đội_ngũ,17,424
điều_trị,14,423
phiên_bản,13,423
sáng_tạo,18,422
mục_tiêu,19,422
cung,17,422
siêu,18,421
tỷ_lệ,18,421
miền,18,420
bú,4,420
cảm_thấy,20,420
trò_chơi,10,419
bảo,20,418
âu,21,418
chút,17,416
chứ,19,416
tốc_độ,17,415
xong,21,415
kiểm_soát,19,414
khám,12,413
giặt,9,413
văn_hóa,15,410
đừng,17,410
lãnh_đạo,17,410
giải,19,410
đào_tạo,17,408
tai,17,407
chuẩn,19,407
giới_thiệu,21,406
cạnh_tranh,19,406
tai_nghe,5,406
tiếp,19,406
sắt,13,406
chuyên_nghiệp,18,404
tinh_dầu,6,404
khám_phá,16,404
điện_tử,17,403
sôi,8,403
chiếm,19,403
hiện_tại,20,403
tiện_lợi,15,403
online,14,402
thai_nhi,4,402
túi,17,402
tranh,19,401
dung_tích,8,400
vẻ,16,398
xã,18,398
may,17,397
thấm,14,397
kỹ_năng,12,397
cổ,18,396
nhớ,19,396
màn_hình,13,396
ánh_sáng,17,395
ứng_dụng,20,395
cực,14,394
kiếm,13,394
cứ,20,393
xu_hướng,20,393
phát_hành,13,393
chi,21,393
ấy,19,392
nội_dung,18,392
trở,20,392
kém,21,391
tham_khảo,16,390
mở_rộng,20,389
nhạc,14,389
vì_thế,19,387
tích_cực,18,387
di_động,9,387
thoáng,11,386
khẳng_định,20,386
quỹ,11,384
mềm_mại,10,384
canh,14,383
pháp,18,383
khoa_học,19,383
dính,12,383
hợp_lý,20,382
công_thức,14,382
hoàn_hảo,18,382
thuê,16,382
cáp,12,381
luật,13,381
bất_cứ,20,380
chỗ,20,379
lít,9,379
mã,16,378
bát,11,377
đá,20,376
nghĩ,16,374
công_bố,17,373
quy_hoạch,10,373
i,17,372
báo_cáo,15,372
lực,16,372
giàu,17,372
nguyên_nhân,18,372
nhiệm_vụ,19,371
chảo,8,371
bình_thường,19,371
bđs,3,370
long,18,370
hội,17,370
trộn,9,370
phương,16,370
chồng,15,370
nhà_hàng,16,369
cảm_biến,4,368
công_ty_tnhh,15,368
usd,16,368
đọc,18,368
to,19,367
nội,20,367
mai,18,367
chỉ_số,17,367
bụi,14,367
tác_động,17,366
tầng,17,366
hầu_hết,22,365
sâu,20,365
phát,17,364
thú_vị,16,363
mỹ_phẩm,6,363
tận,21,363
đơn,18,362
sẵn,16,362
giao_thông,14,362
bông,13,362
dương,21,362
mỏng,15,362
giường,13,361
khí,18,361
chủ_yếu,20,360
nguy_cơ,19,359
tiến_hành,19,359
cán_bộ,12,359
thay,20,359
tư,18,358
vận_chuyển,17,358
phường,14,358
dấu_hiệu,15,358
hệ,15,358
chăn,12,357
mong_muốn,19,357
thôi,18,357
câu,20,356
xào,9,356
mặc_dù,20,356
mắc,18,356
kín,18,356
niêm_yết,9,355
động_cơ,8,354
đẩy,18,354
hoàng,17,353
chắc,19,353
phối_hợp,20,353
chủ_tịch,14,352
tìm_hiểu,18,351
mì,13,350
omron,2,349
dần,21,349
cũ,21,348
chạy,21,348
tông,17,347
thúc_đẩy,16,347
bức,19,347
dày,15,347
chậm,18,347
hạ_tầng,11,346
nhấn,19,346
quyền,19,346
hóa,20,346
bạn_bè,17,345
lửa,16,345
lối,16,345
phố,20,345
toàn_bộ,21,344
tiêu,17,344
mũi,15,344
thực_sự,20,343
xuất_xứ,14,343
thử,15,343
bản_thân,18,343
tùy,19,342
dữ_liệu,14,342
duy_trì,21,341
lau,12,341
bám,19,341
tóc,15,341
góc,17,340
bẩn,12,340
cháy,17,340
váy,6,340
đĩa,11,339
màng,11,339
quý_khách,6,339
sân,15,339
lượt,19,339
gr,7,339
kho,17,338
dịp,19,338
la,19,338
giải_quyết,20,337
sở,14,337
hải,18,336
vay,12,336
miễn_phí,18,336
nêm,6,336
tiết,14,335
k,13,335
chỉ_đạo,13,334
khoản,19,334
muỗng,6,334
lò,9,334
đặc_điểm,17,334
chẳng,20,331
lao_động,14,331
bố_mẹ,7,331
gối,10,330
tập,17,329
hoàn_thiện,19,328
lợi_nhuận,13,328
báo,21,327
trung_quốc,18,327
quảng_cáo,16,327
trở_lại,22,327
pháp_luật,12,327
hòa,21,326
lễ,20,326
phim,11,325
ký,19,325
chị_em,14,325
dừa,9,324
mục_đích,20,324
đồ_dùng,11,323
bảo_an,4,323
phổ_biến,20,323
w,6,323
tần,2,322
đêm,19,322
viêm,10,321
rõ_ràng,20,320
không_khí,18,320
vượt,19,320
phiên,10,319
đảo,18,319
đa,17,319
led,7,318
chính_xác,20,318
đồng_hồ,16,318
mụn,6,318
đại_diện,19,318
đóng,20,318
giày,14,317
gia,18,317
chia,20,317
xay,7,317
vai_trò,18,317
ngăn,12,316
đức,18,316
ubnd,10,315
bất_kỳ,20,314
mẫu_mã,8,314
giám_sát,18,314
nước_hoa,7,314
chuyến,18,314
cam_kết,18,313
trang_điểm,7,313
dự_kiến,15,313
đối_tượng,19,313
hoàn_thành,22,313
trang_phục,14,312
niềm,19,312
tử_cung,3,311
hình_thức,19,310
tích_hợp,13,309
kỹ,18,309
hỏi,18,309
thi_công,11,308
nàng,10,308
tím,13,308
tiếp_xúc,17,307
xếp,20,307
quy_mô,17,307
chuyện,18,307
đại_học,16,307
sẵn_sàng,19,307
gừng,4,306
mặc,11,306
sân_bay,13,305
trái_cây,9,305
cánh,19,304
thế_nào,21,304
nhà_máy,16,303
ánh,11,303
tỏi,5,303
con_người,19,303
ớt,6,302
gắn,20,302
giá_cả,16,302
dụng_cụ,13,302
cua,14,302
khối_lượng,14,301
cơ_chế,16,301
ăn_uống,16,301
cắm,14,300
sắc,15,300
quần,9,300
sốt,13,300
miệng,12,300
môi,12,299
nhân_dân,10,299
ho,9,298
of,12,298
sài_gòn,16,298
hài_lòng,20,298
chiết_xuất,7,298
lẫn,20,298
thực_khách,3,298
giới,18,297
trách_nhiệm,18,297
mối,21,297
vật_dụng,13,296
bao_giờ,18,296
thông,20,296
trái,21,296
nắm,21,296
chụp,20,296
vân,21,295
truyền,18,295
mực,13,295
the,14,294
đậm,17,294
bậc,19,294
cha_mẹ,10,294
thông_thường,19,293
đổi,18,293
tài_sản,14,290
khối,19,290
cuối_cùng,22,289
ưu_điểm,16,289
khung,16,289
ta,18,289
cao_su,8,288
theo_dõi,17,288
dựa,19,288
gió,18,287
xả,13,287
cực_kỳ,17,287
tổng_hợp,22,286
đứa,10,286
xác_định,20,286
tuy,20,286
vết,12,286
khách_sạn,14,286
nhôm,8,286
nuôi,13,285
quay,20,284
sơ_sinh,7,284
đô_thị,11,284
lỗ,18,284
cơ_bản,19,284
gái,13,284
xung_quanh,19,283
singapore,15,283
thăm,17,283
chiến_lược,15,283
vườn,14,283
tiện_dụng,10,282
khăn,12,282
nút,15,282
diện,17,282
đảng,9,282
tối,18,281
lợi_ích,18,281
ngắn,20,281
đoàn,17,281
phát_hiện,18,280
tròn,13,280
nhà_trường,7,280
tinh_thần,19,280
hề,19,280
lý_do,20,280
khớp,11,280
chén,8,280
đo,13,279
tuyệt_đối,19,279
nối,18,279
xương,12,279
thẩm_mỹ,12,279
ốc,9,279
gấp,21,278
lotus,7,278
tiệc,14,278
vụ,15,277
thay_vì,19,277
lo_lắng,15,277
treo,15,276
gamek,1,276
nghìn,17,276
ngọc,16,276
tiểu,12,275
quạt,7,275
kích_thích,13,275
doanh_thu,15,275
gạo,11,273
gam,10,273
sinh_viên,14,272
đối_tác,19,272
ý_nghĩa,16,272
vách,6,271
l,10,270
mô_hình,17,269
kệ,9,269
tâm,20,269
giòn,5,269
phú,18,268
công_dụng,10,268
dạy,9,267
khắp,18,267
đại_lý,10,267
áp_lực,17,267
cộng,20,267
thủ_tục,15,267
chết,16,267
lợi,18,267
tim,13,266
xuân,19,266
nổi,20,266
thiên_nhiên,16,266
canxi,6,266
sư,15,266
trung_bình,18,265
tế_bào,8,265
trả,19,265
nghệ_thuật,14,265
chiên,9,265
bộ_phận,19,265
tín_dụng,8,264
hàn,16,264
luộc,7,264
móng,10,264
âm,13,263
quen_thuộc,17,263
hằng,18,263
đóng_gói,9,262
cầm,16,262
băm,3,262
tiện_ích,13,262
ưa_chuộng,14,261
chờ,20,260
mới_đây,15,260
tắt,17,260
cảm_nhận,16,260
hình_thành,19,260
hợp,18,260
vn,14,260
cay,7,260
mts,1,259
ha,12,259
viên,18,259
sensor,2,259
coi,20,258
ca,18,258
song,17,258
bơm,10,258
rộng_rãi,18,258
tương_lai,17,257
người_bệnh,6,257
yên_tâm,15,257
lưng,18,257
phấn,7,257
gốc,20,256
phương_án,15,256
cứng,16,256
khuẩn,8,256
tiên_tiến,18,256
bắt_mắt,14,256
phong_phú,16,256
hỗn_hợp,12,256
cải_thiện,20,255
thân_thiện,18,255
kim,15,255
co,15,255
giải_trí,16,254
cục,21,254
sát,20,254
nệm,6,254
tương_tự,20,253
p,10,253
xốp,7,253
thay_thế,20,253
yên,19,253
bớt,20,252
kịp_thời,14,252
chiến_thuật,4,252
ván,7,252
rút,20,252
chủ_động,19,251
quyến_rũ,14,251
nỗ_lực,18,251
ngừng,18,251
linh,17,251
dự_phòng,12,250
gói,16,250
cá_tính,13,250
thuế,13,250
diệt,7,249
lẩu,5,249
phí,18,249
đ,10,249
mổ,6,249
trẻ_trung,13,248
hẳn,19,248
kẻ,13,248
hóa_chất,11,247
đặc_trưng,14,247
nêu,17,247
phi,19,247
kéo,18,246
sợ,19,246
thể_thao,16,245
vật_liệu,16,245
dung_lượng,8,245
link,8,244
nhất_là,19,244
tách,18,244
thoa,7,243
vừa_qua,17,243
kéo_dài,20,243
dao,11,242
quý_khách_hàng,7,242
hết_sức,18,242
giấc_ngủ,9,241
bọc,11,241
trời,19,241
dịu,8,241
đậu,12,241
cà_rốt,4,241
thuận_lợi,19,241
não,10,240
thế_hệ,16,240
thanh_toán,14,239
vận_hành,13,239
một_chút,17,239
đón,17,239
trao_đổi,16,239
dung,20,239
top,19,239
lát,11,238
lệnh,9,238
lưới,10,238
quên,19,237
trị,16,237
sườn,9,237
nhân,18,237
điều_hành,16,237
thở,14,237
ra_đời,18,236
bất_ngờ,19,236
chung_cư,10,236
web,11,236
thực_đơn,5,236
tiêm,6,235
ghi,19,235
đời,18,235
hấp,6,235
lỗi,16,235
có_mặt,19,235
hàng_loạt,19,234
bơ,6,234
vượt_trội,16,234
cân_bằng,18,234
tìm_kiếm,19,234
ví_dụ,14,234
đề_nghị,14,233
hàng_hóa,12,233
đội_hình,2,233
tre,11,232
xấu,15,232
viện,17,232
đóng_góp,17,232
nguy_hiểm,15,232
quy_trình,18,231
mưa,17,231
phụ_huynh,7,231
nghỉ_dưỡng,6,230
đà_nẵng,15,230
vietnam,12,230
ngõ,12,230
khó_chịu,15,230
bắt,19,229
tel,5,229
liền,19,229
quốc_hội,8,228
hại,12,228
tình_hình,15,228
trận_đấu,4,228
an_ninh,16,228
ngực,9,228
đợt,17,227
e,16,227
bộ_trưởng,10,227
hồi,18,227
sản_phẩm_chất_liệu,3,227
ban_đầu,18,227
minh_họa,12,226
vỡ,16,226
tăng_giá,6,225
giá_thành,15,225
lâm,15,225
gia_tăng,17,225
bây_giờ,20,225
ghi_nhận,17,224
dây_chuyền,14,224
săn,13,224
chặt_chẽ,20,224
học_tập,13,224
làng,16,224
tiêu_hóa,8,223
quan_sát,16,223
non,12,223
tôn,16,223
khai_thác,16,222
cuốn,16,221
lo,18,221
chiến_đấu,8,221
vui,20,221
mệt_mỏi,17,221
kim_loại,9,220
đáy,13,220
đổi_mới,15,220
nhất_định,19,219
hiện_tượng,16,219
ngang,21,219
nâng_cấp,15,219
ưu_đãi,15,219
du_khách,10,219
mấy,16,218
chuyên_môn,15,218
giáo_viên,9,218
cửa_hàng,17,217
phạm,16,217
cập_nhật,18,217
hành_động,14,217
khác_biệt,19,216
vợ,11,216
rơi,19,216
đa_năng,12,216
nền_tảng,14,216
chậu,10,216
thắng,16,216
tự_do,16,216
chiến,12,215
nghề,15,215
cậu,8,215
no,11,215
dừng,21,215
smc,2,215
một_vài,21,214
chữ,16,214
dịch,13,214
khuyên,13,213
thông_báo,18,213
tin_tưởng,20,213
dưỡng_chất,6,213
chuột,9,213
thuận_tiện,16,212
trần,17,212
răng,7,212
toàn_quốc,15,211
xây,17,211
va,13,210
năng_lực,15,210
thức,12,210
sông,19,210
tốn,14,210
đồ_họa,4,209
kháng,11,209
chanh,8,209
hôm_nay,18,209
hành_chính,12,208
con_gái,9,208
biện_pháp,16,208
sắp,19,208
mobifone,4,207
hạng,14,207
loại_bỏ,19,206
văn_bản,13,206
công_nhân,15,206
bluetooth,3,206
nông_nghiệp,13,206
facebook,16,206
ngân_sách,10,206
khắc,13,206
vi_khuẩn,9,206
ướp,5,206
bác,10,205
sức_mạnh,15,205
phần_mềm,12,205
ruột,11,205
người_thân,14,205
đàn,14,205
ý,18,205
phụ,17,204
tâm_lý,16,204
cơn,18,204
tàu,16,204
heo,8,204
sofa,6,204
bền_vững,13,204
nạp,11,204
tiềm_năng,17,204
vật,15,204
khỏe_mạnh,10,203
đậy,7,203
hồ_sơ,16,202
quân,17,202
sắp_xếp,18,202
thời,17,201
vi_sóng,3,201
