Token,Num_Labels,Num_Occurrences
kết_nối,18,753
độc_giả,10,753
dân,21,753
dinh_dưỡng,11,751
sang_trọng,13,751
tựa,13,749
một_cách,20,749
trang_trí,15,748
đầy,20,746
xã_hội,20,744
thoải_mái,19,741
bệnh_viện,13,740
cắt,18,740
quả,19,738
kỹ_thuật,20,738
vô_cùng,20,734
hộp,15,734
đôi,21,734
yêu_cầu,21,731
chịu,20,730
nghiên_cứu,21,729
đáng,21,729
sang,21,729
lâu,20,729
tường,18,726
sống,18,725
tình_trạng,20,721
nằm,20,720
chăm_sóc,17,719
chân,20,707
hợp_tác,18,705
cuối,22,701
học_sinh,15,700
bài,20,700
cộng_tác,7,699
tự_nhiên,17,699
hình_ảnh,18,699
bền,8,699
vùng,19,698
cửa,18,698
trở_nên,21,697
thuộc,22,696
quy_định,16,695
đa_dạng,21,695
bài_vở,6,695
banbientapicomvn,5,693
thu,20,693
0914926900,5,693
loa,7,691
phía,21,688
dẫn,21,686
thành_công,21,684
phục_vụ,20,683
quốc_tế,21,682
thành_phố,20,682
mềm,15,682
càng,20,681
nước_ngoài,20,681
chú_ý,21,680
15,20,676
kinh_nghiệm,20,672
bảo_quản,12,670
phủ,18,667
tư_vấn,16,666
căn_hộ,6,666
tiêu_dùng,15,666
tiết_kiệm,19,665
nhiệt_độ,15,665
bổ_sung,21,665
công_nghiệp,20,664
nấu,13,663
mát,16,661
chung,22,658
buổi,20,656
địa_phương,13,655
hút,19,654
ba,21,650
đáp_ứng,22,648
bác_sĩ,14,648
7,22,648
kể,22,648
gặp,21,647
quyết_định,20,647
trứng,11,646
bao,21,645
an,20,644
chính_sách,17,644
chính_phủ,14,641
in,19,639
sàn,18,639
xuống,21,637
giai_đoạn,20,635
vitamin,9,634
miếng,16,632
chức_năng,17,631
quan_tâm,21,631
nghe,19,630
nhật,21,629
tập_đoàn,17,629
bao_gồm,21,629
vỏ,12,625
trường_hợp,21,623
đen,17,623
điều_kiện,21,618
kiểu,19,616
thu_hút,20,616
hàng_đầu,20,615
hành,16,615
gồm,21,614
8,22,613
thanh,20,612
tăng_cường,18,612
nguyên,21,611
nhé,13,611
thấp,20,611
sao,20,610
hạn_chế,20,610
hướng,21,609
giấy,19,608
chương_trình,18,608
chuyển,21,608
làn,13,608
bắt_đầu,20,604
độc_đáo,16,601
bóng,15,601
thi,20,600
chúng_ta,20,600
chế_độ,17,599
tấm,19,598
tết,16,598
máu,15,597
phân,20,597
thời_điểm,20,596
rõ,21,593
cuộc,21,592
cộng_đồng,16,590
biển,20,588
lạnh,15,588
thưởng_thức,12,588
tắm,9,587
điện_thoại,18,585
ghế,16,584
muối,11,583
chín,13,582
triển_khai,16,581
thép,15,580
bắc,22,580
tiêu_chuẩn,20,580
tươi,16,580
kèm,20,580
mạnh_mẽ,20,580
chuyên,18,579
rộng,21,579
trà,13,577
xử_lý,22,577
vì_vậy,22,577
khó_khăn,22,575
ban,20,574
rẻ,20,573
nhóm,19,573
chính_thức,20,572
tài_chính,15,572
hà,21,572
vài,22,572
gọi,21,571
tin,20,570
đỏ,17,570
ấm,17,569
thủ_tướng,11,569
thành_lập,20,569
phép,21,568
chế_biến,17,567
nhẹ_nhàng,14,566
âm_thanh,13,565
tối_đa,21,565
cơ_hội,18,564
thực_tế,20,564
uy_tín,20,564
kết_quả,19,563
hàn_quốc,19,561
hương_vị,7,560
thường_xuyên,20,560
cơm,14,560
tặng,18,560
kiểm_tra,18,560
cân,18,559
c,15,558
đánh,17,558
nổi_tiếng,20,557
chuẩn_bị,20,557
áo,16,555
nổi_bật,18,555
thích_hợp,18,554
đầy_đủ,20,553
đứng,20,552
dặm,6,551
sớm,20,550
thương_mại,18,550
thậm_chí,21,550
thông_qua,20,549
khúc,17,549
đau,15,549
xin,19,549
kiểu_dáng,11,548
tập_trung,22,545
biến,20,545
xuất_hiện,19,545
cá_nhân,22,544
chúng,17,543
đổ,20,543
nghiệm,21,542
huyện,14,541
dán,14,541
phụ_nữ,17,541
xa,21,539
cần_thiết,21,538
tuyến,17,537
nặng,20,535
hồng,19,534
toàn,21,533
lắp_đặt,12,532
rác,6,530
diện_tích,17,529
nướng,8,528
giống,20,528
kính,15,528
ngôi,17,527
khỏi,21,525
nhân_viên,19,525
kế_hoạch,18,524
tầm,20,524
phương_pháp,16,524
đâu,21,524
gọn,15,523
nến,8,523
bụng,14,522
ai,21,520
nắp,8,519
phân_phối,15,518
nội_thất,11,518
sơn,18,518
quà,18,517
ổn_định,21,515
ngân_hàng,18,514
điều_chỉnh,20,514
công,21,514
phụ_kiện,12,513
cầu,21,512
thông_minh,16,512
công_suất,13,510
giao,21,509
9,22,507
nhiệt,14,506
số_lượng,21,505
như_vậy,21,505
trung,21,505
cụ_thể,21,504
đăng_ký,18,503
sức,20,503
thầy,10,503
quốc,21,503
hcm,15,503
chuyên_gia,21,502
cơ_quan,18,501
chi_phí,21,499
bò,11,499
lưu_ý,18,499
nét,20,498
chứng_khoán,8,497
ngọt,12,497
trang,20,497
gia_vị,10,496
ga,15,496
ấn_tượng,20,494
trẻ_em,16,494
phát_điện,4,492
văn_phòng,20,491
xảy,18,489
tây,19,488
thành_viên,21,488
yếu_tố,20,488
tinh_tế,13,488
quan_hệ,17,487
thủy_tinh,10,487
thìa,6,487
tôm,7,486
nhân_vật,8,486
tác_dụng,16,485
diễn,20,482
thời_trang,13,481
website,16,481
nữ,20,481
khóa,20,480
hơi,19,478
vậy,21,478
liên_quan,19,476
ống,13,476
thân,19,474
viết,19,473
quý,20,473
nắng,16,473
đựng,10,470
hồ_chí,17,469
ép,13,469
củ,13,469
inox,7,469
công_việc,21,468
mobile,7,468
cổng,13,467
liên_tục,21,467
bảo_đảm,18,466
dạng,18,466
tuyệt_vời,16,465
trận,12,464
tự_động,15,464
đội,17,463
cam,16,461
trọng_lượng,9,461
sợi,15,460
đẹp_mắt,14,459
điều_khiển,14,459
suốt,20,458
bề_mặt,10,458
góp_phần,20,458
giải_pháp,20,457
công_trình,15,457
nha,18,457
tăng_trưởng,17,457
lọc,13,456
bảng,17,453
thùng,10,452
camera,8,451
sách,14,451
cà_phê,12,450
mạng,19,450
thức_ăn,14,450
nhập_khẩu,16,448
ngày_càng,21,448
thể_hiện,20,447
quần_áo,11,447
lời,21,447
lòng,18,446
hồ,18,443
lan,20,443
á,21,443
dưỡng,8,442
mịn,13,442
ẩm,9,442
ngồi,20,441
ra_mắt,15,440
sự_kiện,19,440
năng_lượng,18,437
bảo,20,434
truyền_thống,21,434
đun,8,434
mm,7,434
ngâm,8,433
tủ,12,432
50,21,432
pha,15,432
trang_bị,16,432
di_chuyển,17,431
tải,12,430
cháo,8,430
thẻ,13,430
áp_dụng,19,430
hình,19,429
máy_tính,12,429
chữa,13,429
giáo_dục,12,428
hiểu,19,428
bay,16,427
cuộc_sống,19,426
đội_ngũ,17,424
mục_tiêu,19,423
điều_trị,14,423
ly,16,423
phiên_bản,13,423
cung,17,422
sáng_tạo,18,422
tỷ_lệ,18,421
siêu,18,421
bú,4,420
miền,18,420
cảm_thấy,20,420
chiếm,19,420
trò_chơi,10,419
âu,21,418
chút,17,417
chứ,19,416
tốc_độ,17,415
giặt,9,415
xong,21,415
kiểm_soát,19,414
khám,12,413
giải,19,412
lãnh_đạo,17,410
văn_hóa,15,410
đừng,17,410
chuẩn,19,409
tiếp,19,408
đào_tạo,17,408
sắt,13,407
tai,17,407
giới_thiệu,21,407
cạnh_tranh,19,406
tai_nghe,5,406
sôi,8,406
tinh_dầu,6,404
khám_phá,16,404
chuyên_nghiệp,18,404
chi,21,404
điện_tử,17,403
hiện_tại,20,403
tiện_lợi,15,403
phát_hành,13,402
online,14,402
thai_nhi,4,402
túi,17,402
tranh,19,401
vẻ,16,400
cổ,18,399
thấm,14,399
dung_tích,8,399
xã,18,398
kỹ_năng,12,397
may,17,397
màn_hình,13,396
nhớ,19,396
ánh_sáng,17,395
tầng,17,395
ứng_dụng,20,395
cực,14,394
xu_hướng,20,393
cứ,20,392
trở,20,392
kiếm,13,392
ấy,19,392
kém,21,391
nội_dung,18,390
tham_khảo,16,390
di_động,9,389
mở_rộng,20,389
nhạc,14,389
vì_thế,19,387
tích_cực,18,387
thoáng,11,386
2016,18,386
khẳng_định,20,386
cáp,12,386
luật,13,385
mềm_mại,10,384
quỹ,11,384
canh,14,383
dính,12,383
pháp,18,383
khoa_học,19,383
hoàn_hảo,18,382
công_thức,14,382
thuê,16,382
hợp_lý,20,382
usd,16,380
bất_cứ,20,380
chỗ,20,380
mã,16,378
đá,20,377
bát,11,377
nghĩ,16,374
công_bố,17,374
quy_hoạch,10,373
giàu,17,372
nguyên_nhân,18,372
lực,16,372
nhiệm_vụ,19,371
bình_thường,19,371
hội,17,371
bđs,3,370
trộn,9,370
chồng,15,370
báo_cáo,15,370
nhà_hàng,16,369
lít,9,369
đọc,18,368
mai,18,368
chảo,8,368
cảm_biến,4,368
phương,16,368
tác_động,17,367
chỉ_số,17,367
bụi,14,367
nội,20,367
to,19,367
tận,21,366
hầu_hết,22,365
dương,21,365
sâu,20,365
phát,17,364
đơn,18,363
công_ty_tnhh,15,363
khí,18,363
mỹ_phẩm,6,363
thú_vị,16,363
giao_thông,14,362
mỏng,15,362
sẵn,16,362
bông,13,362
long,18,361
a,18,361
giường,13,361
tiến_hành,19,361
chủ_yếu,20,360
cán_bộ,12,359
phường,14,359
thay,20,359
nguy_cơ,19,359
tư,18,358
dấu_hiệu,15,358
vận_chuyển,17,358
mong_muốn,19,357
hệ,16,357
thôi,18,357
niêm_yết,9,356
kín,18,356
động_cơ,8,356
xào,9,356
mắc,18,356
chăn,12,356
mặc_dù,20,355
đẩy,18,354
câu,20,354
chắc,19,353
phối_hợp,20,353
chủ_tịch,14,352
hoàng,17,352
tìm_hiểu,18,351
mì,13,350
dần,21,349
cũ,21,349
omron,2,349
chạy,21,348
đĩa,11,347
dày,15,347
thúc_đẩy,16,347
tông,17,347
bức,19,347
chậm,18,347
hạ_tầng,11,346
nhấn,19,346
phố,21,346
quyền,19,346
bạn_bè,17,345
tiêu,17,345
lửa,16,345
lối,16,345
mũi,15,344
toàn_bộ,21,344
hóa,20,344
thực_sự,20,343
bản_thân,18,343
thử,15,343
xuất_xứ,14,343
dữ_liệu,14,342
tùy,19,342
bám,19,341
lau,12,341
tóc,15,341
duy_trì,21,341
vay,12,340
cháy,17,340
váy,6,340
góc,17,340
bẩn,12,340
sân,15,339
lượt,19,339
quý_khách,6,339
dịp,19,338
kho,17,338
sở,14,337
giải_quyết,20,337
màng,11,337
hải,18,337
miễn_phí,18,336
hòa,21,336
khoản,19,336
nêm,6,336
tiết,14,335
lợi_nhuận,13,334
đặc_điểm,17,334
chỉ_đạo,13,334
lò,9,333
muỗng,6,332
lao_động,14,331
bố_mẹ,7,331
chẳng,20,331
gối,10,330
40,21,329
trung_quốc,18,329
tập,17,329
i,16,328
hoàn_thiện,19,327
pháp_luật,12,327
trở_lại,22,327
báo,21,327
quảng_cáo,16,327
v,12,326
cm,12,326
lễ,20,326
phim,11,325
ký,19,325
chị_em,14,325
phiên,10,325
dừa,9,324
mục_đích,20,324
bảo_an,4,323
đồ_dùng,11,323
phổ_biến,20,323
đêm,19,323
tần,2,322
vượt,19,321
viêm,10,321
không_khí,18,320
rõ_ràng,20,320
led,7,320
đảo,18,319
đa,17,319
la,19,319
đức,18,318
mụn,6,318
chính_xác,20,318
đồng_hồ,16,318
đóng,20,318
gia,18,317
xay,7,317
giày,14,317
đại_diện,19,317
chia,20,317
vai_trò,18,317
ngăn,12,316
25,20,316
dự_kiến,15,315
m,16,314
giám_sát,18,314
bất_kỳ,20,314
nước_hoa,7,314
mẫu_mã,8,314
chuyến,18,314
ubnd,10,314
cam_kết,18,313
hoàn_thành,22,313
trang_điểm,7,313
đối_tượng,19,313
niềm,19,312
trang_phục,14,312
tử_cung,3,311
sốt,13,310
hình_thức,19,310
tím,13,310
kỹ,18,309
xếp,20,309
tích_hợp,13,309
hỏi,18,309
quy_mô,17,308
nàng,10,308
thi_công,11,308
sẵn_sàng,19,307
tiếp_xúc,17,307
chuyện,18,307
đại_học,16,307
mặc,11,306
gừng,4,306
trái_cây,9,305
sân_bay,13,305
thế_nào,21,304
tỏi,5,304
cánh,19,303
ánh,11,303
cua,14,303
sài_gòn,16,303
nhà_máy,16,303
con_người,19,303
ớt,6,302
giá_cả,16,302
gắn,20,302
dụng_cụ,13,302
cơ_chế,16,301
môi,12,301
ăn_uống,16,301
24,19,300
miệng,12,300
cắm,14,300
quần,9,300
khối_lượng,14,299
sắc,15,299
nắm,21,299
nhân_dân,10,299
thực_khách,3,298
chiết_xuất,7,298
of,12,298
hài_lòng,20,297
giới,18,297
mối,21,297
trách_nhiệm,18,297
lẫn,20,297
thông,20,296
vật_dụng,13,296
ho,9,296
chụp,20,296
bao_giờ,18,296
the,14,296
truyền,18,295
vân,21,295
bậc,19,295
đổi,18,295
mực,13,295
cha_mẹ,10,294
đậm,17,294
trái,21,294
thông_thường,19,293
tài_sản,14,292
cuối_cùng,22,289
lỗ,18,289
ưu_điểm,16,289
dựa,19,288
theo_dõi,17,288
ta,18,288
khung,16,288
cơ_bản,19,287
khối,19,287
cực_kỳ,17,287
xả,13,287
cao_su,8,287
vết,12,286
tổng_hợp,22,286
xác_định,20,286
khách_sạn,14,286
tuy,20,286
18,20,286
đứa,10,286
nuôi,13,286
doanh_thu,15,285
gió,18,285
đô_thị,11,285
tròn,13,285
quay,20,284
13,20,284
nhôm,8,284
sơ_sinh,7,284
chiến_lược,15,283
diện,17,283
khắp,19,283
singapore,15,283
chén,8,283
thăm,17,283
vườn,14,283
gái,13,283
xung_quanh,19,283
khăn,12,282
nút,15,282
đảng,9,282
tối,18,282
tiện_dụng,10,282
ngắn,20,281
lợi_ích,18,281
11,21,281
lý_do,20,281
hề,19,280
nối,18,280
tuyệt_đối,19,280
tinh_thần,19,280
nhà_trường,7,280
phát_hiện,18,280
khớp,11,280
ốc,9,280
đoàn,17,280
thẩm_mỹ,12,279
đo,13,279
xương,12,279
lotus,7,278
tiệc,14,278
gấp,21,278
nghìn,17,278
thay_vì,19,277
lo_lắng,15,277
vụ,15,277
tiểu,12,276
gamek,1,276
treo,15,276
quạt,7,275
ngọc,16,275
kích_thích,13,275
14,22,275
gạo,11,273
đối_tác,19,272
viên,18,272
23,18,272
ý_nghĩa,16,272
sinh_viên,14,272
vách,6,271
60,19,271
gam,10,270
tâm,20,270
trả,19,270
kệ,9,269
giòn,5,269
mô_hình,17,269
công_dụng,10,268
trung_bình,18,267
áp_lực,17,267
xuân,19,267
dạy,9,267
lợi,18,267
thủ_tục,15,267
đại_lý,10,267
chết,16,267
thuế,13,266
tim,13,266
cộng,20,266
thiên_nhiên,16,266
nổi,20,266
canxi,6,266
phi,19,265
tế_bào,8,265
chiên,9,265
sư,15,265
nghệ_thuật,14,265
bộ_phận,19,265
móng,10,264
tín_dụng,8,264
hàn,16,264
luộc,7,264
đóng_gói,9,263
quen_thuộc,17,263
phấn,7,263
hằng,18,263
âm,13,263
cầm,16,262
tiện_ích,13,262
tắt,17,261
băm,3,261
ưa_chuộng,14,261
hợp,18,260
hình_thành,19,260
cảm_nhận,16,260
cay,7,260
sensor,2,259
mts,1,259
chờ,20,259
mới_đây,15,259
song,17,258
bơm,10,258
coi,20,258
yên,19,258
ca,18,258
rộng_rãi,18,258
lưng,18,257
gốc,20,257
tương_lai,17,257
người_bệnh,6,257
yên_tâm,15,257
khuẩn,8,256
hỗn_hợp,12,256
phương_án,15,256
phong_phú,16,256
bắt_mắt,14,256
cứng,16,256
tiên_tiến,18,256
cải_thiện,20,255
sát,20,255
thân_thiện,18,255
kim,15,254
giải_trí,16,254
nệm,6,254
thay_thế,20,253
cục,21,253
tương_tự,20,253
xốp,7,253
phú,18,252
rút,20,252
ván,7,252
bớt,20,252
chiến_thuật,4,252
kịp_thời,14,252
đón,17,251
nỗ_lực,18,251
chủ_động,19,251
quyến_rũ,14,251
lẩu,5,251
ngừng,18,251
cá_tính,13,250
dự_phòng,12,250
phí,18,250
diệt,7,249
linh,17,249
mổ,6,249
hẳn,19,248
kẻ,13,248
trẻ_trung,13,248
gói,16,247
vật_liệu,16,247
nêu,17,247
đặc_trưng,14,247
hóa_chất,11,247
sợ,19,246
dung_lượng,8,245
kéo,18,245
thể_thao,16,245
tách,18,244
vn,10,244
lệnh,9,244
kéo_dài,20,244
vừa_qua,17,243
thoa,7,243
đậu,12,242
hết_sức,18,242
dao,11,242
dung,20,242
quý_khách_hàng,7,242
tel,5,241
ghi,19,241
co,14,241
dịu,8,241
trời,19,241
thuận_lợi,19,241
giấc_ngủ,9,241
bọc,11,240
thanh_toán,14,240
cà_rốt,4,240
não,10,240
thế_hệ,16,240
trao_đổi,16,239
top,19,239
một_chút,17,239
vận_hành,13,239
16,19,238
điều_hành,16,238
đóng_góp,17,238
lát,11,238
sườn,9,237
quên,19,237
lưới,10,237
thở,14,237
nhân,18,237
trị,16,237
thực_đơn,5,236
kg,13,236
ra_đời,18,236
chung_cư,10,236
đời,18,236
web,11,236
tiêm,6,236
bất_ngờ,19,236
lỗi,16,235
hấp,6,235
hàng_loạt,19,234
tìm_kiếm,19,234
vượt_trội,16,234
cân_bằng,18,234
link,8,234
ví_dụ,14,234
xấu,15,234
bơ,6,234
hàng_hóa,12,234
đề_nghị,14,233
đội_hình,2,233
tre,11,232
nguy_hiểm,15,232
viện,17,232
vietnam,12,231
phụ_huynh,7,231
mưa,17,231
quy_trình,18,231
45,19,230
nghỉ_dưỡng,6,230
khó_chịu,15,230
nhất_là,19,230
đà_nẵng,15,230
có_mặt,18,230
ban_đầu,18,229
bắt,19,229
liền,19,229
ngõ,12,229
an_ninh,16,228
trận_đấu,4,228
quốc_hội,8,228
ngực,9,228
hồi,18,228
tình_hình,15,228
hại,12,228
non,12,227
đợt,17,227
minh_họa,12,227
vỡ,16,226
bộ_trưởng,10,225
giá_thành,15,225
tăng_giá,6,225
bây_giờ,20,225
lâm,15,225
gia_tăng,17,225
ghi_nhận,17,225
dây_chuyền,14,224
săn,13,224
sản_phẩm_chất_liệu,3,224
học_tập,13,224
chặt_chẽ,20,224
làng,16,224
quan_sát,16,223
tiêu_hóa,8,223
khai_thác,16,222
chiến_đấu,8,221
son,8,221
lo,18,221
vui,20,221
cuốn,16,221
mệt_mỏi,17,221
b,14,221
kim_loại,9,220
đổi_mới,15,220
hiện_tượng,16,219
tôn,16,219
ưu_đãi,15,219
2015,15,219
nhất_định,19,219
ngang,21,219
nâng_cấp,15,219
du_khách,10,219
mấy,16,218
đáy,13,218
chuyên_môn,15,218
giáo_viên,9,218
hành_động,14,217
cửa_hàng,17,217
đa_năng,12,216
chậu,10,216
chanh,8,216
tự_do,16,216
phạm,16,216
cập_nhật,18,216
khác_biệt,19,216
nền_tảng,14,216
vợ,11,216
08,10,216
rơi,19,216
smc,2,215
dịch,13,215
dừng,21,215
cậu,8,215
chữ,16,215
chiến,12,215
nghề,15,215
trần,17,214
thắng,16,214
một_vài,21,214
tin_tưởng,20,213
thông_báo,18,213
khuyên,13,213
dưỡng_chất,6,213
chuột,9,213
thuận_tiện,16,212
răng,7,212
xây,17,211
toàn_quốc,15,211
đồ_họa,4,211
thức,12,210
sông,19,210
35,20,210
năng_lực,15,210
tốn,14,210
hôm_nay,18,209
ngân_sách,10,209
kháng,11,209
con_gái,9,209
văn_bản,13,208
sắp,19,208
hành_chính,12,208
biện_pháp,16,208
mobifone,4,207
bluetooth,3,207
hạng,14,207
nông_nghiệp,13,206
ướp,5,206
vi_khuẩn,9,206
loại_bỏ,19,206
200,17,206
công_nhân,15,206
khắc,13,206
đàn,14,205
người_thân,14,205
ha,10,205
ý,18,205
sức_mạnh,15,205
bác,10,205
ruột,11,205
facebook,16,205
phần_mềm,12,205
tàu,16,204
