Token,Num_Labels,Num_Occurrences
garden,4,202
phô_mai,4,202
mật_ong,7,200
rang,9,199
hưu_trí,2,198
vietjet,4,197
khử,10,196
khẩu_vị,7,195
vi_khuẩn,9,195
tân_phú,10,195
ms,10,195
chiến_đấu,10,194
xét_nghiệm,8,194
vi_sóng,5,193
nhà_bếp,9,193
airways,2,192
league,4,190
dáng,9,190
chịu_nhiệt,8,188
hz,4,188
kw,4,187
pc,8,186
chẩn_đoán,9,185
tọa_lạc,9,184
dạ_dày,7,184
đồ_họa,5,184
sởi,4,183
air,9,183
bánh_mì,7,182
chần,6,182
cải,10,181
cài_đặt,10,181
cảnh_quan,9,181
mốt,8,180
đặc_sản,10,179
size,8,179
cổ_phiếu,8,179
pp,7,177
cơ_cấu,10,176
nguyên_chất,10,176
utd,1,176
côn_trùng,9,175
xịt,9,175
mường,9,175
áo_khoác,8,174
locklock,3,174
mr,10,174
khoai_lang,6,174
ấm_cúng,8,172
ngọt_ngào,9,172
micro,6,171
tỷ_giá,8,171
gia_dụng,9,171
gỉ,6,170
gtvt,7,169
nhập_vai,2,169
sả,6,169
miễn_dịch,9,168
drap,3,167
thần,10,167
súp,6,167
kỷ_luật,10,166
cọ,10,166
khuấy,6,166
vinaphone,3,165
land,6,165
thu_mua,10,165
tăng_giá,10,164
vặt,10,164
mặt_nạ,8,164
cổ_đông,9,163
apple,9,163
hô_hấp,10,163
dẻo,9,163
tinh_chất,6,163
tương_thích,6,163
condotel,1,162
học_trò,7,161
cô_giáo,6,160
tưới,7,160
hình_sự,8,159
địa_ốc,2,159
cúm,7,158
thanh_lý,9,158
rán,6,157
xơ,10,157
táo,10,157
socola,4,156
yaskawa,2,156
vớt,8,156
chà,10,156
đấu_thầu,10,155
kiến_nghị,10,155
bệnh_nhi,4,155
nhà_ga,7,155
yến_mạch,5,155
giải_đấu,10,154
người_mẫu,7,154
đùi,7,154
xcm,6,154
chuyển_nhượng,10,153
chè,10,153
nguyễn_xuân,9,152
đội_tuyển,10,152
nước_cốt,4,151
gợi_cảm,9,151
sữa_chua,5,150
cầu_thang,10,150
mourinho,1,150
yamaha,5,150
resort,10,149
bổ_dưỡng,6,149
hđqt,8,149
bắp,9,149
cotton,6,148
môi_giới,10,148
thực_vật,10,148
bộ_máy,10,148
mặt_tiền,7,147
flc,4,146
quốc_phòng,9,146
tour,8,146
tàu_bay,3,146
địch,5,146
chất_béo,9,145
hà_đông,8,145
hiến,9,145
luminarc,1,145
champions,2,144
kts,5,144
kiến_trúc_sư,7,143
phú_quốc,9,143
dự_thảo,9,143
gb,4,143
danh_hiệu,9,142
lanaform,1,142
zalo,9,142
quầy,10,142
hạ_long,10,141
phi_công,6,141
ngành_hàng,9,141
phó_giám_đốc,10,141
phanh,9,140
giấm,5,140
tần_số,7,140
hạ_cánh,5,140
lưu_trú,5,140
virus,7,140
xoắn,9,139
không_gỉ,6,139
plc,3,138
olympic,10,138
vi_tính,7,137
biến_dạng,10,136
thu_thập,10,136
model,9,136
đầu_bếp,6,136
vaccine,3,136
chấp_hành,10,136
hòa_quyện,9,136
lốp,6,135
nội_trú,5,135
ngấm,9,135
tim_mạch,9,134
mứt,7,134
sữa_tươi,6,134
khoảng_tỷ,10,134
tay_vợt,2,134
bài_tập,5,133
túi_xách,9,133
hủ_tiếu,4,133
bánh_xe,9,133
đường_nét,10,133
valve,4,133
mắm_tôm,4,133
mắm,6,133
bỉm,4,132
triệu_chứng,10,132
độ_ẩm,9,132
nhậu,7,132
android,8,132
len,9,131
xôi,7,131
quảng_ngãi,10,131
thẩm_quyền,10,131
khô_ráo,9,131
chelsea,2,131
chùi,4,131
măng,8,130
nhiễm_trùng,6,130
bh,1,130
thêu,6,130
bv,3,130
sinh_tồn,4,129
xe_tải,10,129
vướng_mắc,8,129
nhồi,9,129
cấu_tạo,8,129
dịch_bệnh,7,128
nếm,6,128
nhà_đất,6,128
hoa_văn,6,128
gas,10,127
sáp,9,127
tài_nguyên,10,127
ký_kết,10,127
đòn,8,127
khay,10,127
dễ_thương,10,127
thí_điểm,9,126
autonics,2,126
rèm,8,126
tốt_nghiệp,8,126
bể_bơi,7,126
vắt,7,126
rắc,10,125
điện_áp,4,125
khuyến_mại,10,125
xe_khách,9,125
rong,7,125
phó_tổng_giám_đốc,5,124
mã_lực,3,124
cup,8,124
igbt,1,124
cuộc_gọi,7,124
mah,3,124
quỳnh,9,124
bánh_xèo,4,124
bê_tông,9,124
chua_ngọt,4,124
laptop,8,124
ðiều,7,123
đồng_đội,8,123
thể_loại,8,123
dragon,7,123
laser,7,123
sư_phạm,3,123
hữu_nghị,10,123
ngậy,4,123
xinh_xắn,8,122
golf,7,122
gameplay,1,122
mịn_màng,10,122
xù,9,122
tnr,1,122
biến_chứng,5,121
mùi_vị,7,121
bánh_trôi,2,121
sáp_nhập,8,121
syria,7,121
dưa,7,121
hành_tây,4,121
postsmuabantonghop,3,120
th,10,120
clb,7,120
salon,8,120
tỷ_số,8,120
bhtn,1,120
trầy_xước,9,120
karaoke,5,120
tuyển_sinh,7,119
cntt,5,119
đt,9,119
xông,10,119
họng,10,118
xoài,8,118
sinh_tố,4,118
richell,1,118
mã_số,9,118
nph,1,118
điều_lệ,9,118
gốm,9,117
nữ_tính,6,117
dung_dịch,10,117
khoai_tây,8,117
máy_lạnh,8,117
nôn,5,117
ong,10,117
khoáng_chất,8,117
doosan,2,117
pacific,7,117
bồi_thường,10,117
hạt_tiêu,7,117
ốm_đau,5,117
huyết_áp,9,116
chấn_thương,10,116
hiện_trường,10,116
họa_tiết,10,115
server,3,115
series,9,115
bí_đỏ,3,115
gỏi,4,115
cnc,5,115
boss,4,115
đính,9,114
bọt,10,114
jetstar,2,114
chứng_khoán,10,114
tea,4,114
ftramart,1,114
cưỡng,7,114
vóc_dáng,9,114
no,7,113
juventus,2,113
dịu_dàng,8,113
nhập_viện,7,113
xà_phòng,7,113
pha_chế,7,112
thận,10,112
vĩ_mô,7,112
đường_bộ,10,112
hyundai,3,112
quy_cách,9,112
sỹ,9,112
silicon,7,112
dứa,8,112
chiết_khấu,10,112
dlqg,1,112
xuất_bản,9,112
thông_dụng,10,111
lụa,10,111
sầu_riêng,6,111
tẩm,7,111
xăng,9,111
container,8,111
miến,7,111
tĩnh_điện,6,111
abs,6,111
thúy,10,111
house,8,111
tranh_chấp,9,111
fpt,7,111
bổ,10,111
đậu_xanh,4,110
ẩm_mốc,7,110
bank,7,110
qh,8,110
webadsarticlemiddle,1,110
đạm,6,110
bền_màu,5,110
dị_ứng,8,110
tân_bình,9,110
quỳnh_trang,5,110
vắcxin,2,110
lây_nhiễm,6,110
tottenham,1,110
pallet,2,110
áp_suất,9,110
mâm,10,109
melamine,4,109
ismobiletry,1,109
undefined,1,109
phụ_cấp,3,109
sky,7,109
sét,9,109
nấm_hương,3,109
hũ,6,109
jack,6,109
mè,5,108
catch,1,108
skinfood,1,108
nồng,7,108
dầu_mỡ,8,108
giã,6,108
muỗi,6,108
chuyên_khoa,7,107
thương_vụ,8,107
bình_thạnh,10,107
gel,7,107
nám,3,107
sát_thương,2,107
nhăn,8,107
gọn_nhẹ,10,107
thi_hành,8,106
sennheiser,1,106
bmw,4,106
cường_lực,7,106
nghiệp_vụ,10,106
london,9,106
sơ_chế,8,106
bệnh_tật,10,106
nđcp,8,106
ngũ_hổ,1,106
liverpool,1,105
lành_nghề,9,105
giờ_phút,10,105
café,10,105
sunshine,2,105
bồi_dưỡng,9,105
protein,6,105
anker,1,104
horea,1,104
thang_máy,10,104
viên_chức,8,104
xingapo,4,104
đạp,10,104
khẩn_trương,8,104
gầm,8,104
va_đập,9,104
lập_trình,8,103
mậu,10,103
cổ_phần_hóa,6,103
đề_kháng,7,103
belkin,1,103
thảm_đỏ,4,103
nước_lạnh,6,103
bạc_hà,6,103
loãng,9,102
chocolate,5,102
nhờn,7,102
yên_tĩnh,10,102
combo,7,102
đấu,8,101
xác_minh,8,101
mỹ_thuật,7,101
liên_quân,4,101
show,8,101
skin,5,101
sản_phụ,3,101
tt,9,101
fdi,5,100
sx,8,100
định_vị,10,100
bo,10,100
thủ_môn,3,100
lau_chùi,6,100
siêu_âm,7,100
ngoại_hạng,2,100
mệnh,7,100
mật,10,100
vp,4,99
chào_bán,9,99
võ_gia,1,99
ghi_bàn,4,99
cách_nhiệt,7,99
biên_chế,6,99
hẻm,7,99
bass,3,99
bã,8,99
hợp_kim,5,98
mạng_di_động,3,98
khoai,8,98
paris,10,98
sun,7,97
nấu_nướng,9,97
bánh_quế,2,97
vacosi,1,97
họa,8,97
vdc,3,97
chì,10,97
edifier,1,97
ngán,6,97
trung_cấp,6,97
hải_quan,9,96
nghỉ_việc,6,96
cục_trưởng,8,96
vặn,7,96
tiền_tệ,10,96
kmh,5,96
bánh_canh,3,96
toát,8,96
nhặt,9,96
công_sở,10,95
lầu,9,95
auto,5,95
nhai,7,95
vòngphút,5,95
xổ_số,5,95
giáo_khoa,2,95
cao_tầng,9,95
công_chức,7,95
tái_cơ_cấu,8,95
cao_đẳng,10,95
barca,1,94
cáp_quang,1,94
pgsts,8,94
vệ_tinh,9,94
hành_lý,7,94
chân_lông,5,94
cốt_truyện,3,94
tồn_kho,9,94
world_cup,6,94
bảo_mật,10,94
đạt_tỷ,8,94
đàn_hồi,8,94
lạ_miệng,3,94
wifi,8,93
tham_gia_bảo_hiểm_xã_hội,1,93
nhà_kính,5,93
nang,9,93
rây,3,93
cung_cấp_thiết_bị,3,93
đồng_bào,8,93
mdf,5,93
cbre,1,93
học_bổng,7,93
đắng,10,93
phâm,9,93
phòng_bệnh,4,93
vtc,9,93
tiền_đạo,5,92
du_phong,1,92
bộ_nhớ,5,92
cất_cánh,4,92
làm_quà,9,92
lạm_phát,8,92
vịnh,10,92
dân_dã,8,92
trung_thu,9,92
ipad,9,92
team,6,92
tình_dục,10,91
axit,6,91
xe_buýt,9,91
căn_bệnh,9,91
sonicgear,1,91
phím,7,91
lừa_đảo,7,91
tiêu_chảy,6,91
thiện,10,91
cào,9,91
vị_giác,7,90
campuchia,9,90
beta,6,90
ford,4,90
kali,7,90
nghĩa_vụ,10,90
ranh,5,90
thục,5,90
quảng_bình,10,90
nước_lọc,6,90
federer,1,90
chân_không,8,90
đầu_ra,10,90
khương,10,90
đất_đai,7,90
cream,6,89
menu,6,89
kích_ứng,4,89
nón,9,89
thai_sản,2,89
bán_kết,9,89
sai_phạm,9,89
sushi,4,89
gọt,8,89
tuất,10,89
asiad,7,89
nhâm_nhi,5,89
messi,2,88
lương_thế,2,88
lưỡi,9,88
công_văn,10,88
nlð,1,87
ngũ_cốc,6,87
lạ_mắt,10,87
phân_giải,7,87
analog,5,87
liên_hợp,9,87
rau_muống,6,87
nm,4,87
mỹ_nhân,5,86
thường_vụ,7,86
nghìn_tỷ,7,86
mpa,3,86
tạng,7,86
hân_hạnh,7,86
ban_công,7,86
chiếm_đoạt,8,86
httpbaoanjsccomvn,2,86
shophouse,1,86
sơ_mi,5,86
kỹ_thuật_số,9,86
rau_câu,4,85
tiền_vệ,4,85
item,2,85
nước_chấm,3,85
bán_trú,2,85
sẹo,7,85
kẽm,7,85
ship,6,85
nhuộm,10,85
bảo_tồn,9,85
nội_soi,4,85
cấp_ủy,5,85
múc,5,85
eo,5,85
trang_chủ,8,85
giảng_dạy,10,84
jeans,4,84
legend,6,84
tỷ_trọng,6,84
hân,10,84
mitsubishi,5,84
olympia,2,84
đảm_bảo_vệ_sinh,8,84
duplomatic,1,84
trang_sức,7,84
đèn_pha,4,84
phật,8,84
nộ,2,84
bàn_phím,7,84
oanh,9,84
coleman,3,84
cacao,4,84
card,6,83
nguyễn_hoàng,7,83
collagen,5,83
djokovic,1,83
ăn_không,9,83
nghiền,10,83
nóng_hổi,7,83
tổng_đài,7,83
suzuki,2,83
sành_điệu,9,83
công_lập,7,83
uốn,10,83
mượt,9,83
ac,10,83
cá_hồi,4,83
cành,7,83
phong_độ,7,83
dứt_điểm,10,83
rim,4,83
dư_nợ,3,83
tài_trợ,10,83
chun,2,83
mercedes,5,82
nhà_thầu,9,82
lâm_sàng,7,82
thuyền,10,82
phát_sóng,8,82
riêng_tư,10,82
đũa,8,82
tội_phạm,10,82
nhất_trí,9,82
linh_kiện,7,82
ba_chỉ,4,82
chảy_máu,7,82
trục_lợi,6,82
mỳ,8,82
khởi_công,6,82
phân_bổ,10,81
nhúng,9,81
pvc,5,81
tm,7,81
tứ_kết,7,81
koi,2,81
bồ,10,81
di_sản,8,81
trâm,6,81
lạt,9,81
thẻ_nhớ,3,81
lữ_hành,5,81
thùy,8,81
định_mức,8,81
nhà_xưởng,10,80
nano,7,80
ăn_chay,4,80
tpo,1,80
bổ_nhiệm,8,80
đác,6,80
cc,8,80
mút,7,80
phần_thưởng,10,80
toyota,6,80
mc,8,80
thường_trực,8,80
chủ_trì,10,80
lưu_hành,9,80
thương_binh,4,80
máy_bơm,4,80
gu,10,80
quái,5,80
phong_thủy,6,80
lightning,3,80
vật_tư,10,79
bàn_chân,9,79
kháng_sinh,6,79
tiểu_đường,8,79
thẩm_thấu,7,79
quỷ,9,79
hộp_số,2,79
bình_chánh,7,79
nem,5,79
goldseason,1,79
khuê,8,79
đối_thoại,8,79
ti,5,79
ngắt,10,79
tải_trọng,8,79
tăm,9,79
mái_tóc,6,79
điều_luật,6,79
cá_chép,6,78
nhiễm_khuẩn,7,78
japan,7,78
ren,6,78
bí_thư,7,78
bún_bò,2,78
bánh_tráng,3,78
di_tích,4,78
công_ty_cp,8,78
saigon,7,78
thảo_dược,8,78
táo_bón,4,78
quấy,5,78
acid,6,78
sunhouse,1,78
vo,8,78
tiếp_viên,4,78
laurelle,1,78
tham_nhũng,7,78
mômen,3,77
bôi,8,77
nội_trợ,10,77
hấp_thu,8,77
kĩ_năng,6,77
liêm,10,77
mp,8,77
power,8,77
view,8,77
guitar,6,77
tinh_xảo,9,77
yoga,6,77
công_dân,10,76
tổng_bí_thư,5,76
uyên,10,76
bảo_hiểm_thất_nghiệp,1,76
cỗ,10,76
cao_tuổi,9,76
legends,1,76
đảng_viên,4,76
đại_sứ,10,76
ws,1,76
vac,2,76
đu_đủ,6,76
ăn_mòn,7,76
skiip,1,76
bún_chả,3,76
mhz,2,76
global,10,75
lươn,4,75
ksnk,1,75
thực_tiễn,10,75
blw,1,75
reuters,8,75
sport,6,75
lcd,7,75
ếch,6,75
vnd,9,75
bế,5,75
rổ,10,75
đắc_địa,7,75
bưu_điện,9,75
ðồng,5,75
tiến_sĩ,10,75
red,9,75
chức_danh,8,74
sưng,9,74
thực_trạng,9,74
download,5,74
ngây,2,74
trưởng_phòng,10,74
bidv,4,74
ios,6,74
nhọn,10,74
gòn,4,74
cổ_động_viên,6,74
song_phương,5,74
max,9,73
miss,4,73
bó,10,73
khởi_tố,5,73
cựa,2,73
khánh_hòa,10,73
thủ_đức,8,73
tuyệt_hảo,6,73
bộ_cánh,5,73
đậu_phụ,4,73
bệnh_án,3,73
đấu_trường,7,73
bot,4,73
benfica,1,73
biên_bản,10,73
cổ_truyền,9,73
victorinox,1,73
vali,6,73
đường_băng,6,73
xắt,4,73
tội,10,73
free,9,73
động_vật,10,73
homestay,3,73
động_thái,10,73
hố,10,72
lòng_đỏ,4,72
vừa_miệng,4,72
bưu_chính,5,72
thụ_hưởng,5,72
ngộ_độc,6,72
go,10,72
vung,8,72
details,2,72
delfi,1,72
energizer,2,72
mmorpg,1,72
sọc,8,72
giếng,8,72
hóc_môn,8,72
vani,5,72
tróc,9,72
tình_nguyện,9,72
cummins,1,71
thơm_lừng,4,71
dạy_học,5,71
showroom,9,71
mu,7,71
nghêu,3,71
tươi_mát,6,71
lấu,2,71
mía,8,71
dược_phẩm,10,71
ngoại_tệ,6,71
bánh_chay,1,71
học_phí,7,71
tráng_miệng,6,71
body,6,71
tẩy_rửa,8,71
vùng_sâu,8,71
kon,10,71
hdpe,2,71
emdep,1,70
dân_tộc_thiểu_số,9,70
pubg,1,70
biến_tấu,7,70
chip,9,70
tiến_bộ,10,70
phaner,1,70
bình_đẳng,9,70
vùng_xa,7,70
toán,9,70
serie,3,70
brazil,10,69
có_thai,7,69
thầy_giáo,7,69
chữa_cháy,7,69
vành_đai,5,69
lên_mặt,8,69
candle,2,69
điều_dưỡng,5,69
thành_tựu,10,69
đông_lạnh,8,69
xúc_tiến,10,69
ngò,3,69
vuốt,9,69
chỉ_thị,9,69
nhà_giáo,3,69
ak,4,69
liên_thông,7,69
nc,3,69
manga,2,69
hs,4,69
xoa,8,69
chân_đế,4,69
công_tắc,6,69
lựu,5,69
rau_sống,4,69
twister,1,68
ánh_kim,6,68
ph,7,68
đôla,8,68
chu_kỳ,10,68
thuât,5,68
phái_đẹp,4,68
điệu,8,68
thủy_lực,6,68
giòn_tan,4,68
xô,10,68
trái_phép,10,68
cữ,4,68
bình_minh,10,68
cách_âm,7,68
hiệp_định,8,68
madrid,2,68
tư_tưởng,8,68
star,10,68
phá_giá,3,67
trân_châu,3,67
liên_hoan,4,67
quần_thể,6,67
click,7,67
dubai,8,67
hoạt_chất,6,67
metro,6,67
cốm,5,67
dây_cáp,5,67
nhà_cái,3,67
biếu,9,67
tttt,3,67
quảng_trị,10,67
chức_vụ,8,67
nhức,10,67
đình_chỉ,10,67
đường_cao_tốc,8,67
nước_ối,1,67
qr,4,66
huyết,8,66
distributor,1,66
tòa_án,7,66
bốt,3,66
gdp,8,66
tranh_cãi,9,66
lịch_sự,9,66
iv,9,66
savills,1,66
marshmallow,3,66
cày,3,66
khai_mạc,10,66
chấp_thuận,10,66
movt,1,66
tối_giản,10,66
phức_hợp,7,66
arv,1,66
hạnh_nhân,4,66
kèo,6,66
đầu_lòng,4,66
nokia,3,66
nlg,1,66
âm_lượng,4,66
cửa_kính,9,65
suv,2,65
tươi_sống,7,65
di_cư,5,65
di_dời,10,65
sabeco,2,65
xúc,8,65
chiến_trường,5,65
airbus,3,65
phân_công,9,65
vụ_trưởng,9,65
trị_giá_triệu,10,65
paraffin,1,65
control,7,65
truyền_nhiễm,5,65
gamer,2,65
chứa_chất,7,65
lớp_học,8,65
diễm,10,65
tố_cáo,8,65
tablet,5,65
note,8,65
mix,7,65
giao_diện,10,65
nhí,6,64
ceo,8,64
bệnh_lý,4,64
diệp,8,64
óc,8,64
khz,2,64
sa_tế,2,64
nhan_sắc,7,64
quy_chế,10,64
bình_tĩnh,9,64
chua_cay,3,64
thon,7,64
lợp,4,64
hồng_ngoại,5,64
bưởi,8,64
rịa,10,64
goi,5,63
máy_ảnh,8,63
âm_đạo,4,63
hơi_nước,7,63
iran,6,63
văn_phòng_phẩm,3,63
thủ_khoa,2,63
eject,1,63
nadal,1,63
dịch_chuyển,9,63
nhà_sách,5,63
tay_chân,8,63
napoli,3,63
xx,6,63
gram,8,63
thành_phẩm,10,63
cty,8,63
china,10,63
chỉ_huy,8,63
nước_mắt,10,63
tạ,10,63
đánh_bại,9,63
peugeot,1,63
sh,8,63
gingerbon,1,63
lão_hóa,7,63
giá_triệu,9,63
ðảng,2,63
hd,9,63
trụ_cột,9,63
mài,9,63
phì,8,63
que,6,63
white,8,63
chk,1,62
sáng_tác,10,62
sốt_rét,1,62
tinh_bột,7,62
ðể,8,62
dầm,9,62
hữu_cơ,9,62
boeing,3,62
jll,1,62
fax,6,62
kim_ngân,6,62
phòng_thủ,5,62
cướp,10,62
chăn_nuôi,7,62
khan_hiếm,10,62
gậy,4,62
kiến_tạo,8,62
who,5,62
tham_mưu,8,62
phú_nhuận,10,62
thiên_thần,6,62
dĩa,7,61
xẻ,7,61
đối_đầu,8,61
laneige,1,61
trung_học,9,61
rụng,7,61
hssv,3,61
huyền,9,61
rạng_rỡ,5,61
tiền_phong,8,61
công_chúa,6,61
hóa_đơn,10,61
premier,5,61
trú,8,61
grab,4,61
bùi,9,61
khuôn_viên,8,61
văn_minh,10,61
xử_trí,4,61
mộc_mạc,8,61
full,9,61
hero,4,60
hương_liệu,6,60
store,10,60
hôm_qua,9,60
rau_thơm,3,60
trọ,7,60
huy_chương,6,60
banh,6,60
nhà_vườn,5,60
beauty,2,60
gian_lận,8,60
gót,6,60
open,8,60
ðức,7,60
survival,1,60
mode,5,60
đơn_cử,10,60
nươc,10,60
khu_phố,8,60
hạt_giống,7,60
trớ,2,60
chủ_nhiệm,7,60
windows,3,60
war,1,60
tuần_hoàn,9,60
ngoại_hình,10,60
phòng_ngự,2,60
vietinbank,4,60
phi_thơm,3,60
phạm_văn,8,60
tháo_gỡ,10,60
cứu_hộ,8,60
cao_ốc,6,59
giải_khát,10,59
biếng,1,59
bong_bóng,9,59
imperia,1,59
nhét,10,59
ươm,8,59
công_đoàn,7,59
bẩm_sinh,5,59
murad,3,59
cửa_ngõ,6,59
ngoan,6,59
phối_cảnh,4,59
united,6,59
xóm,10,59
nxb,1,59
hivaids,4,59
ctcp,4,59
kitkat,1,59
hàn_thực,1,59
quái_vật,4,59
crv,2,59
pvp,2,59
khoáng,10,59
nữ_giới,8,59
củ_cải,5,59
vs,8,59
thực_thi,9,59
thân_hình,8,59
khử_trùng,6,59
cầm_cố,1,59
nhã,6,59
khởi_hành,8,59
thung_lũng,9,59
giò,5,59
mic,7,58
dị_tật,3,58
home,8,58
dpi,2,58
khít,8,58
sức_ép,9,58
psg,1,58
nuốt,6,58
tổn,7,58
tín,8,58
kê_khai,6,58
bình_hưng,5,58
ngoại_thất,6,58
tươi_trẻ,6,58
võng,8,58
một_vẻ,7,58
food,5,58
thủ_thiêm,4,58
kinh_nguyệt,6,58
sưởi,7,58
techmate,1,58
sút,5,58
iso,7,58
bộ_môn,10,58
tử_tuất,1,58
vest,5,57
blade,3,57
nợ_đọng,3,57
cực_đại,2,57
quai,6,57
ðây,7,57
everon,2,57
kiểm_nghiệm,10,57
gym,6,57
chảnh,10,57
seo,8,57
sâu_rộng,9,57
mí,6,57
gấc,3,57
chỉnh_sửa,9,57
xxcm,4,57
ngọc_trai,7,57
chào_đời,3,57
bắc_nam,8,57
con_cái,10,57
thoáng_đãng,8,57
khởi_kiện,4,57
mh,5,57
tá,10,57
đậu_phộng,3,57
may_mặc,7,57
sản_lượng,10,57
galaxy,8,57
doanh,9,56
color,4,56
phát_biểu_kiến,5,56
rốn,5,56
thế_chấp,6,56
duyên_dáng,7,56
rách,10,56
cúng,7,56
lôi_cuốn,10,56
tươi_tắn,6,56
bí_đao,3,56
biên_hòa,10,56
xii,5,56
phản_cảm,7,56
pet,3,56
pokemon,1,56
sân_nhà,7,56
tĩnh_mạch,5,56
công_chúng,10,56
sập,8,56
nỉ,9,56
kp,5,56
xúc_động,9,56
impression,1,56
mặt_đường,8,56
tam_quốc,1,56
chiêu_thức,4,56
sừng,7,56
bảoan,2,55
cốp_pha,2,55
pk,3,55
vi_phạm_quy_định,7,55
chân_dung,8,55
chế_tài,7,55
đầu_cơ,6,55
cuba,4,55
trầy,3,55
cau,5,55
audio,1,55
sexy,6,55
chuyển_dạ,2,55
xác,10,55
lây_lan,9,55
sệt,6,55
xi_măng,8,55
qúy,5,55
mọt,6,55
trung_gian,10,55
khống_chế,10,55
vú,6,55
hpq,1,55
bố_cục,5,55
ùn_tắc,6,55
từ_thiên_nhiên,8,55
bến_xe,8,55
ðối,4,55
liên_đoàn,9,55
apacer,1,55
dc,9,54
sảng_khoái,7,54
tư_pháp,7,54
play,7,54
tower,7,54
sinh_sản,6,54
ngứa,8,54
huân,6,54
tùy_chọn,6,54
wwwhpqtechcom,1,54
gắp,7,54
đại_lộ,4,54
sổ_đỏ,4,54
perfect,4,54
event,7,54
khuyết_điểm,7,54
hàng_hiệu,8,54
phẩm_chất,6,54
db,2,54
super,6,54
điện_năng,7,54
phát_âm,5,54
hộc,5,54
nhẵn,7,54
break,1,54
hủ,6,54
phích,5,54
hà_giang,9,54
lộng_lẫy,9,54
test,9,54
laminate,2,53
apg,2,53
aspxid,3,53
httpmuahcomvnchitiet,3,53
tính_mạng,10,53
