Token,Num_Labels,Num_Occurrences
xà_phòng,6,121
keo,11,121
đùi,9,120
chẩn_đoán,6,120
sắc_màu,10,119
no,7,119
biến_dạng,6,119
thông_dụng,8,119
phê_duyệt,11,119
thpt,9,119
nôn,3,119
đậu_xanh,4,119
nguyễn_xuân,7,119
ẩm_mốc,6,119
vp,5,119
rán,5,119
đầm,8,119
sỹ,8,118
dragon,6,118
tuyên_truyền,8,118
dị_ứng,8,118
yamaha,3,118
điều_lệ,9,118
hữu_nghị,5,118
bóng_đá,11,117
gợi_cảm,7,117
an_toàn,11,117
viền,9,117
chà,8,117
thí_sinh,5,117
dai,10,117
kế_toán,11,117
khoáng_chất,7,116
tĩnh_điện,5,116
khoai_lang,3,116
đề_kháng,7,116
size,7,115
qh,7,115
thứ_trưởng,9,115
võ_gia,1,115
lau_chùi,6,115
bhyt,3,115
apple,7,114
cây_xanh,8,114
vv,10,114
nám,3,114
vớt,7,114
tin_dùng,9,114
thông_tư,10,113
gọn_nhẹ,10,113
kông,11,112
mỡ,11,112
dlqg,1,112
học_trò,5,112
bộ_máy,11,112
spa,9,112
bồn,9,112
nhăn,8,111
chăm,8,111
giờ_phút,8,111
biến_chứng,4,111
thôn,10,110
silicon,5,110
mạ,11,110
khay,9,110
vắt,10,110
bí_đỏ,4,110
kiều,9,110
công_ty_chứng_khoán,4,109
hình_dáng,9,109
team,4,109
bộ_nhớ,4,109
lung_linh,10,109
vi_tính,4,109
xưởng,8,108
nếm,5,108
dứa,7,108
inch,9,108
nát,10,108
mr,10,108
skin,4,108
skinfood,1,108
đạm,7,108
tần_số,7,108
lưu_lượng,10,107
bày_tỏ,11,107
shop,7,107
suy_nghĩ,11,107
bị_thương,10,107
nước_lạnh,5,107
sản_phụ,3,107
hư_hỏng,11,107
jack,5,107
protein,6,107
bắp,9,107
bạc_hà,6,107
gdđt,5,107
ngũ_hổ,1,106
thẩm_định,11,106
nước_dùng,6,106
anh_hùng,9,106
xôi,5,106
sennheiser,1,106
ướt,8,106
muỗi,8,105
phở,5,105
horea,1,105
vdc,2,105
phó_chủ_tịch,10,105
dịch_bệnh,7,105
tia,11,105
chè,9,105
mát_mẻ,11,105
cực_kì,10,105
nhờn,7,104
anker,1,104
lập_trình,4,104
bã,7,104
tranh_chấp,9,104
chân_lông,6,104
trang_chủ,7,104
kết_cấu,11,104
thận,8,104
úc,10,104
nh,10,104
cành,8,104
nước_cốt,5,104
khoai_tây,6,103
legends,1,103
mỹ_thuật,6,103
quy_cách,8,103
cốt_truyện,4,103
khuyến_mãi,9,103
nhánh,11,103
tỉnh_thành_phố,10,103
belkin,1,103
tư_nhân,11,103
tài_nguyên,8,103
bấm,11,103
xứ,11,103
cường_lực,4,102
tổng_giám_đốc,8,102
sinh_nhật,9,102
trang_nhã,9,102
bưởi,7,102
đt,8,102
đệm,10,102
de,9,102
nấu_nướng,8,102
đấu,8,102
khỏe,10,102
kẹp,10,102
cotton,5,102
hạt_tiêu,6,102
trơn,9,101
xoắn,8,101
ti,5,101
hũ,5,101
cung_cấp_thiết_bị,3,101
tác_giả,11,101
chì,10,101
duyên,8,101
nhập_viện,5,101
rắc,9,101
va_đập,6,101
đàn_hồi,6,101
sữa_tươi,7,100
sân_thượng,4,100
tân_phú,7,100
cream,5,100
xingapo,4,100
nuôi_dưỡng,11,100
phương_châm,11,100
thâm,11,100
môn,11,100
nghị_định,11,100
nạn_nhân,10,99
đường_bay,4,99
kiến_nghị,10,99
phâm,7,99
bang,10,99
thắp,9,99
cảnh_quan,9,99
tạng,5,99
league,4,99
tnr,1,99
bo,8,99
bass,2,98
kích_ứng,4,98
chùm,11,98
họng,8,98
tình_dục,7,98
thúy,6,98
lợn,10,98
fdi,5,98
túi_xách,9,97
combo,6,97
chủ_nhân,11,97
củng_cố,11,97
văn,10,97
áo_dài,7,97
vacosi,1,97
auto,5,97
bánh_quế,2,97
kiến_trúc_sư,8,97
liên_quân,1,97
edifier,1,97
lành_nghề,8,96
bìa,10,96
kiểm_toán,5,96
đh,7,96
chiến_trường,5,96
bổ_dưỡng,5,96
giấy_tờ,10,96
tinh_khiết,9,96
httpbaoanjsccomvn,2,96
ngôn_ngữ,11,96
nấm_hương,4,96
thí_điểm,9,96
đác,4,96
oxy,11,96
mừng,10,96
beta,6,95
đình_đám,11,95
rót,11,95
siêu_âm,7,95
ôtô,10,95
tem,9,95
quỳnh,10,95
vụ_việc,9,95
hủ_tiếu,3,95
họa_tiết,9,95
hdpe,2,95
vặn,7,95
dã_ngoại,10,95
land,6,94
đài_loan,11,94
vặt,7,94
hòa_quyện,8,94
ca_sĩ,7,94
ngộ_độc,6,94
khoảng_tỷ,8,94
tán,10,94
vướng_mắc,9,94
sai_lầm,11,94
động_viên,10,94
họa,8,94
pubg,1,94
lắc,11,94
giải_đấu,6,94
nhai,5,94
trang_web,9,94
chào_bán,4,94
mè,6,93
thiện,9,93
làm_quà,7,93
bài_trí,6,93
đặc_sắc,9,93
collagen,5,93
ngũ_cốc,6,93
download,5,93
báo_giá,5,93
tươi_sáng,11,93
pha_trộn,10,93
tân_sơn,8,92
trọng_điểm,11,92
phím,6,92
tiêu_chảy,7,92
nứt,8,92
bánh_mì,6,92
vóc_dáng,8,92
axit,6,92
chủng_loại,9,92
yên_tĩnh,8,92
ipad,8,92
nhung,10,92
nhà_cửa,10,92
du_phong,1,92
khuôn_mặt,11,92
dự_thảo,10,91
vuông,11,91
diễn_đàn,10,91
ven,10,91
mặt_tiền,5,91
lục,10,91
thcs,6,91
suối,11,91
phong_thủy,3,91
ngấm,7,91
sonicgear,1,91
đói,7,91
acv,4,91
đầu_ra,11,91
biến_động,10,91
sét,7,91
abs,4,90
kali,7,90
huy,10,90
vú,5,90
studio,7,90
kẽm,7,90
sử,11,90
mùi_vị,7,90
rối_loạn,11,90
item,2,90
bong,11,90
khủng,11,90
lắp_ráp,8,90
tốt_nghiệp,8,90
thục,5,89
dạo,10,89
mau,10,89
hot,11,89
tác,11,89
sổ,10,89
hạ_cánh,5,89
nhà_kính,3,89
nông_dân,11,89
khẩn_trương,8,88
rây,4,88
thuê_bao,4,88
nghệ_sĩ,10,88
thanh_xuân,10,88
survival,1,88
chân_không,5,88
nghiêm_túc,10,88
căn_bệnh,9,88
th,9,88
làm_quen,8,88
anh_em,11,87
biểu_diễn,10,87
vtc,9,87
taxi,11,87
vua,11,87
phần_thưởng,7,87
định_vị,8,87
kim_dung,3,87
tuất,9,87
quốc_phòng,9,87
cách_mạng,10,87
đường_bộ,9,87
ngành_hàng,9,87
lương_thế,2,87
london,8,87
cuộc_chiến,7,86
hạng_mục,11,86
hợp_kim,4,86
mpa,2,86
phân_giải,7,86
vắcxin,3,86
lưu_trú,7,86
vali,4,86
đu_đủ,5,86
tồn_kho,6,86
chocolate,5,85
mdf,4,85
sẹo,6,85
thảm,10,85
hoa_hậu,6,85
rong,8,85
gọt,6,85
lưỡi,6,85
mỹ_nhân,5,85
vĩnh_viễn,7,85
cắn,10,85
sả,9,85
card,3,85
vĩ_mô,5,85
free,8,84
duplomatic,1,84
phú_quốc,7,84
koi,3,84
nộ,2,84
huyền_thoại,9,84
mmorpg,1,84
dầu_mỡ,9,84
sim,5,84
bàn_phím,7,84
pv,10,84
chấn_thương,7,84
pha_chế,7,84
khen,10,84
nội_trú,4,84
nước_lọc,7,84
tọa_lạc,5,84
chàng,11,84
vịt,7,84
nồng,7,83
nữ_tính,6,83
kháng_sinh,5,83
gầm,7,83
thẻ_nhớ,4,83
quái,4,83
tái_tạo,9,83
tình_nguyện,9,83
ph,6,83
dân_dụng,10,83
tuyển_sinh,6,83
lười,11,83
coleman,2,83
cbre,1,83
pallet,2,83
hào_hứng,9,83
mộc,11,83
phước,10,83
kích_hoạt,11,82
clip,9,82
tiểu_học,9,82
đặc_sản,6,82
nghiền,6,82
acid,6,82
real,4,82
cồn,11,82
danh_mục,10,82
sai_phạm,9,82
lộc,11,82
giám_khảo,4,82
mậu,8,82
hà_lan,11,82
bổ,9,82
câp,9,82
chun,3,81
ac,9,81
bệnh_tật,8,81
giã,4,81
nang,6,81
thẩm_thấu,7,81
hành_tây,4,81
quảng_ninh,9,81
cây_cảnh,5,81
cơn_sốt,8,81
rộng_lớn,11,81
sunhouse,1,81
hông,10,81
ubcknn,1,81
chiêu,8,81
tháp,10,81
tỉ,9,81
gia_công,10,80
hiv,4,80
má,8,80
cà,11,80
mg,8,80
măng,6,80
nhặt,9,80
cốt_lõi,11,80
tivi,8,80
đông_lạnh,7,80
house,6,80
quỷ,7,80
ban_công,4,80
trật_tự,8,80
công_nghệ_cao,11,80
quế,9,80
hấp_thu,6,80
chuyên_khoa,4,79
vo,9,79
đồng_đội,5,79
cách_nhiệt,3,79
garden,6,79
rổ,11,79
bê_tông,6,79
mượt,9,79
hành_lang,10,79
sinh_tố,5,79
thờ,9,79
danh_hiệu,10,79
vac,2,79
ghi_nhớ,10,79
cacao,4,79
tráng,10,79
tiết_mục,4,79
ốm,9,79
ăn_mòn,3,79
rèm,6,78
nilon,8,78
quấn,10,78
đối_phương,8,78
lãi,8,78
laurelle,1,78
thi_hành,7,78
hiệu_suất,11,78
tải_trọng,5,78
lightning,1,78
nhầm,10,78
guitar,7,78
múc,6,78
legend,5,78
chân_đế,4,78
giò,5,78
candle,2,78
tâm_trạng,8,77
đuôi,10,77
táo_bón,3,77
phong_trào,9,77
sản_sinh,9,77
thường_trực,10,77
chăm_chút,10,77
vô_địch,8,77
trưng_bày,8,77
paraffin,1,77
phì,6,77
chấp_hành,8,77
chiết_khấu,8,77
blw,1,77
mitsubishi,5,77
air,8,77
hiền,11,77
goldseason,1,77
ttgdck,1,77
cô_giáo,6,77
toát,9,76
ngành_nghề,11,76
quét,10,76
hồi_phục,9,76
pa,8,76
bôi,6,76
hà_đông,7,76
phanh,7,76
doanh,9,76
máy_ảnh,6,76
kíp,8,76
trực,9,76
đất_đai,5,76
skiip,1,76
đạt_tỷ,5,76
bảo_dưỡng,11,76
mc,8,75
vùng_đất,8,75
linh_kiện,6,75
tẩm,7,75
cào,5,75
ba_chỉ,5,75
hứng_thú,9,75
bô,11,75
thác,10,75
khái_niệm,11,75
cá_chép,6,75
tuyển_chọn,11,75
sinh_thái,9,75
hòn,9,75
rụng,7,75
cc,6,75
ví,11,75
tu,9,75
tái_cơ_cấu,8,75
rèn_luyện,9,75
khép_kín,11,75
chảy_máu,7,75
lâm_sàng,6,75
máy_bơm,3,75
trung_cấp,8,75
steam,2,75
thường_vụ,8,75
miến,5,75
chât,9,75
nc,4,75
bỏng,11,74
kiểm_định,11,74
ngây,2,74
xe_tải,7,74
chán,9,74
quấy,4,74
cày,2,74
kĩ_năng,6,74
thảo_dược,8,74
giáp,10,74
đạo_đức,7,74
sưng,10,74
điện_thoại_di_động,10,74
quy,11,74
thiết_yếu,10,74
victorinox,1,73
hội_nhập,10,73
max,8,73
xxcm,3,73
lật,9,73
chỉnh_sửa,8,73
mu,7,73
công_văn,11,73
cummins,1,73
mã_lực,2,73
nghiệp_vụ,9,73
cựa,2,73
lòng_đỏ,5,73
định_mức,7,73
war,3,73
phai,10,73
củ_cải,5,73
ngắt,8,73
trúc,11,73
ios,3,73
mắm,5,73
lão_hóa,6,73
cải_tạo,10,73
yoga,6,73
tượng,9,73
tâm_sự,11,73
gòn,4,73
đạo_diễn,6,73
thuât,7,73
trung_thu,5,73
mp,6,72
emdep,1,72
cải_cách,9,72
tiểu_đường,6,72
park,11,72
tim_mạch,9,72
tín_đồ,11,72
bùng_nổ,10,72
delfi,1,72
logo,10,72
details,2,72
quan_niệm,11,72
uyên,9,72
bế,4,72
nguyễn_văn,11,72
sáp_nhập,8,72
vụn,9,72
manga,1,72
cữ,2,72
mỳ,7,72
đàn_ông,10,72
sành_điệu,7,72
cổ_tức,4,72
power,7,72
măt,11,72
energizer,2,72
miss,6,72
bảo_tồn,9,71
cấp_độ,9,71
đóng_cửa,10,71
tràng,9,71
dây_cáp,7,71
mật,11,71
thon,7,71
tổng_bí_thư,4,71
food,8,71
bar,10,71
white,8,71
mix,6,71
thun,6,71
xù,8,70
hyundai,2,70
xoa,7,70
sấy,11,70
nhiễm_khuẩn,6,70
bt,8,70
riêng_tư,8,70
phat,8,70
thuốc_lá,7,70
vòngphút,3,70
eo,5,70
nhọn,9,70
biến_đổi,10,70
phaner,1,70
sáng_tác,7,70
uốn,8,70
đột_ngột,11,70
vũng_tàu,11,70
cổ_tay,5,70
body,5,70
tẩy_rửa,9,70
công_chức,8,70
nắng_nóng,10,70
khoai,8,70
di_tích,3,69
red,10,69
menu,6,69
tinh_bột,7,69
nhuộm,7,69
ak,4,69
đắng,8,69
nhà_thầu,8,69
trâm,7,69
chuyển_dạ,2,69
fpt,4,69
bàn_chân,6,69
giấc,10,69
khẩn_cấp,10,69
đề_tài,9,69
bình_dương,10,69
thang_máy,10,69
vani,6,69
ước_tính,10,69
kích,10,69
thìa_canh,4,69
lụa,11,69
mâm,10,68
trong_lành,9,68
xước,10,68
tươi_tắn,6,68
giao_diện,6,68
bình_minh,10,68
ăn_không,9,68
lựu,6,68
twister,1,68
tea,5,68
thuyền,8,68
trò,10,68
quái_vật,4,68
nhí,6,68
vinaphone,3,68
tăm,7,68
ree,1,68
update,5,68
nhà_cái,3,67
chuyên_đề,6,67
gamer,2,67
benfica,1,67
xúc,9,67
đảm_bảo_vệ_sinh,6,67
pk,3,67
suy,8,67
tham_nhũng,5,67
tuyệt_hảo,8,67
lạm_dụng,10,67
nước_ối,1,67
hàm,11,67
tương_tác,10,67
bv,3,67
nhất_trí,6,67
toàn_thân,5,67
dược_phẩm,9,67
phó_giám_đốc,8,67
đảng_viên,4,67
thảm_đỏ,4,67
kiên_giang,8,67
kiện,11,67
rau_câu,5,67
youtube,8,67
xx,6,67
duyên_dáng,6,67
trớ,1,67
gãy,10,67
phù_hợp_nhất,11,67
thèm,6,67
mẹo,8,67
công_tắc,5,67
nguyên_đán,7,67
trình_diễn,8,67
cưng,9,67
thực_hành,9,67
nhân_sự,11,67
thể_chất,9,67
vết_thương,9,67
phấn_đấu,11,66
khai_trương,9,66
âm_đạo,5,66
nước_mắt,9,66
có_thai,6,66
kỹ_thuật_số,6,66
hữu_cơ,7,66
lạ_mắt,10,66
bảoan,2,66
zalo,7,66
distributor,1,66
vừa_miệng,4,66
nlg,1,66
giấy_phép,10,66
mũ,10,66
mút,5,66
tội_phạm,10,66
marshmallow,3,66
đội_tuyển,6,66
óc,9,66
biếu,6,66
tư_duy,11,66
khu_đông,1,66
dong,11,65
bom,7,65
nhà_vườn,5,65
dĩ,11,65
beauty,2,65
âm_lượng,3,65
đấu_tranh,10,65
hạnh_nhân,3,65
khz,2,65
gỏi,5,65
cá_hồi,3,65
sụn,5,65
jeans,4,65
lây_nhiễm,6,65
đầu_bếp,6,65
mái_tóc,6,65
vị_giác,5,65
lcd,5,65
thủy_lực,4,65
liên_hợp,6,64
bảo_trì,11,64
chiêu_thức,4,64
click,6,64
con_em,6,64
xách,11,64
điện_ảnh,8,64
biếng,1,64
hoạt_chất,5,64
xu_thế,9,64
ch,10,64
thử_thách,10,64
liều,9,64
hiện_hành,11,64
tablet,4,64
leo,11,64
nano,5,64
global,6,64
nhức,8,64
chứa_chất,7,64
my,10,64
pvp,2,64
impression,1,64
tươi_mát,5,64
nấu_ăn,10,63
bạn_đọc,11,63
tinh_xảo,7,63
đột_biến,9,63
đồngm,2,63
tỉnh_táo,11,63
gingerbon,1,63
đính,9,63
bộ_cánh,5,63
văn_phòng_phẩm,3,63
mài,9,63
eject,1,63
dãy,10,63
đoạt,10,63
động_tác,10,63
núm,5,63
cước,9,63
hero,3,63
khoá,8,63
ca_khúc,7,63
cạn,11,63
pvc,3,63
phòng_thủ,3,62
hít,7,62
gu,10,62
coi_trọng,8,62
lý_giải,10,62
xô,8,62
khử_trùng,7,62
yêu_mến,11,62
sỉ,4,62
gram,7,62
tờ,11,62
nem,4,62
murad,3,62
chỉ_thị,11,62
tam_quốc,1,62
xác_minh,8,62
mode,4,62
hồng_ngoại,4,62
nhà_ga,6,62
gắn_kết,11,62
chào_đời,3,62
ngắn_hạn,8,62
huệ,8,62
thông_điệp,11,62
bí,11,61
ếch,5,61
nhà_xưởng,5,61
định_giá,10,61
phân_bổ,10,61
lưu_hành,7,61
phiêu_lưu,5,61
bó,11,61
lãnh_thổ,10,61
bhxh,3,61
tân_bình,4,61
khởi_điểm,6,61
nhà_đất,4,61
ngoan,7,61
tư_tưởng,8,61
khoang,9,61
hd,9,61
thương_vụ,8,61
tổng_cục,10,61
lên_mặt,8,61
tay_chân,6,61
tổng_thống,10,61
đại_hội,11,61
laneige,1,61
hơi_nước,8,61
hiện_trường,9,61
đồ_vật,8,61
skill,1,61
mệnh,5,61
trí_tuệ,8,60
đấu_trường,4,60
resort,7,60
ttck,1,60
nhàm_chán,9,60
kiên,10,60
trung_tính,5,60
dư_nợ,3,60
nuốt,6,60
khít,5,60
xạ_thủ,1,60
fax,6,60
sony,2,60
vung,6,60
clb,5,60
one,11,60
dồn,11,60
stress,9,60
tuyên_bố,10,60
chăn_nuôi,5,60
nm,4,60
hoạt_hình,6,60
đồng_bào,6,60
lắp_ghép,4,60
black,7,60
xăng,7,60
cao_tầng,9,60
thủ_khoa,2,60
windows,3,60
thị_xã,9,60
cụ,9,60
một_vẻ,8,60
năm_học,5,60
mật_độ,10,60
truyền_nhiễm,6,59
phô_mai,3,59
nhẵn,7,59
kitkat,1,59
rim,4,59
rốn,3,59
ngậy,4,59
mông,9,59
mầm_non,8,59
xi_măng,6,59
tr,8,59
di_sản,4,59
trầy,4,59
đạp,8,59
tá,8,59
international,10,59
trú,8,59
đàm_phán,11,59
tổn,6,59
nghề_nghiệp,11,59
champions,2,59
mourinho,1,59
động_vật,9,59
rò_rỉ,9,59
mòn,10,59
chung_kết,8,58
dpi,2,58
mốt,5,58
techmate,1,58
que,6,58
sưởi,9,58
dc,8,58
ban_ngày,9,58
rules,1,58
ship,4,58
vuốt,10,58
kiếm_hiệp,1,58
go,7,58
ubl,1,58
chọn_lọc,10,58
ngộ_nghĩnh,10,58
vu,11,58
blade,3,58
iso,6,58
chu_kỳ,9,58
gamev,1,58
đoàn_kết,6,58
nam_giới,9,58
liên_hoan,5,58
nội_soi,3,58
tập_luyện,10,57
rác_thải,6,57
everon,2,57
học_viện,10,57
vô_số,9,57
tạ,8,57
wifi,6,57
