Token,Num_Labels,Num_Occurrences
gam,10,273
vách,6,271
giòn,5,269
kệ,9,269
đại_lý,10,268
công_dụng,10,268
dạy,9,267
chiên,9,266
canxi,6,266
tế_bào,8,265
phấn,7,264
tín_dụng,8,264
móng,10,264
luộc,7,264
đóng_gói,9,262
băm,3,261
mts,1,259
sensor,2,259
cay,7,259
bơm,10,258
người_bệnh,6,257
khuẩn,8,256
nệm,6,254
xốp,7,253
ván,7,252
chiến_thuật,4,252
lẩu,5,250
diệt,7,249
mổ,6,249
lệnh,10,248
hóa_chất,11,247
dung_lượng,8,245
dao,11,244
link,8,244
thoa,7,243
quý_khách_hàng,7,242
dịu,8,241
cà_rốt,4,241
giấc_ngủ,9,241
bọc,11,241
não,10,240
lát,11,238
lưới,10,238
sườn,9,237
web,11,236
thực_đơn,5,236
tiêm,6,235
hấp,6,234
bơ,6,234
chung_cư,9,233
đội_hình,2,233
tre,11,232
phụ_huynh,7,231
nghỉ_dưỡng,6,230
ngực,9,228
trận_đấu,4,228
tel,5,228
quốc_hội,8,228
sản_phẩm_chất_liệu,3,227
bộ_trưởng,10,227
tiêu_hóa,8,223
tăng_giá,6,222
chiến_đấu,8,221
kim_loại,9,220
du_khách,10,219
giáo_viên,9,217
chậu,10,216
vợ,11,216
smc,2,215
chuột,10,215
dưỡng_chất,6,213
chanh,8,211
kháng,11,209
đồ_họa,4,209
con_gái,9,208
bluetooth,3,207
mobifone,4,207
son,8,206
vi_khuẩn,9,206
ướp,5,206
ngân_sách,10,205
ruột,11,205
nạp,11,204
heo,8,204
sofa,6,204
đậy,7,203
khỏe_mạnh,10,202
vi_sóng,3,201
khóc,6,201
lưu_trữ,11,201
chịu_nhiệt,5,200
thư_giãn,11,199
nhuyễn,5,198
phun,10,198
đc,11,197
dn,7,197
nhập_vai,2,196
decal,2,196
béo,11,195
locklock,2,195
hz,4,194
hiệu_ứng,11,194
cổ_phần_hóa,5,194
ngoài_trời,11,194
mật_ong,7,194
đối_thủ,10,193
chuối,8,193
tẩy,9,193
city,8,193
trái_phiếu,4,191
độc_hại,11,191
kw,4,190
massage,6,190
nước_mắm,4,190
biệt_thự,8,189
nguội,7,189
vui_lòng,9,189
chả,9,189
khánh,11,189
bệnh_nhân,10,189
hải_sản,11,189
hiệp,10,189
pp,5,187
âm_nhạc,11,187
kẹo,7,186
tài_khoản,11,186
asean,11,186
yaskawa,2,186
vận_tải,11,185
dễ_chịu,10,185
sứ,11,184
cương,8,184
viễn_thông,8,182
pc,4,182
drap,1,180
cài_đặt,7,180
cảm,10,179
phơi,7,178
khu_đô_thị,10,177
trung_ương,11,177
đẻ,8,176
đường_kính,8,175
hội_đồng,11,175
thần,7,174
mọc,11,174
ngăn_ngừa,10,174
êm_ái,10,174
huy_động,10,173
chua,7,173
hiển_thị,9,173
group,10,172
phiếu,10,172
ẩm_thực,8,172
hầm,10,172
ngon_miệng,6,172
nợ,8,172
sô,11,171
tủ_lạnh,8,171
nhi,11,171
gỉ,6,170
gia_dụng,7,170
mặn,9,170
chần,5,170
làm_đẹp,11,170
chiến_thắng,11,169
ung_thư,10,169
tinh_chất,5,168
cafe,8,168
gọn_gàng,11,168
khử,8,168
đồng_chí,5,167
khuôn,9,167
micro,4,166
cuộn,9,166
xịt,7,166
sen,9,165
côn_trùng,7,165
ủy_ban,10,165
mặt_nạ,8,164
cà_chua,6,164
phẩm,11,164
bút,10,163
sản_phẩm_chất_lượng,9,163
cọ,7,162
lông,10,162
địch,3,162
chứng_chỉ,11,162
dạ_dày,4,162
xcm,6,161
tương_thích,6,161
cúm,7,160
dê,7,159
nghị_quyết,10,159
honda,7,159
nguyên_chất,7,159
ngọt_ngào,10,159
bố,11,158
lãng_mạn,11,157
đeo,11,157
hành_khách,5,156
luminarc,1,155
socola,4,155
khoe,11,155
cải,8,155
nhà_bếp,7,155
tưới,8,155
phòng_chống,11,155
plc,3,154
dân_số,9,153
dân_cư,11,153
sinh_tồn,3,153
ủi,6,153
hlv,5,152
yến_mạch,3,152
mồ_hôi,7,152
bảo_hộ,7,151
đậm_đà,5,151
sinh_hoạt,11,151
nấm,10,151
gương,11,150
iphone,5,150
cấp_cứu,6,150
server,3,149
set,7,149
viettel,4,148
miễn_dịch,7,148
bền_bỉ,7,148
đai,10,148
xơ,10,148
truy_cập,11,147
cổ_đông,8,147
thực_vật,10,147
mô_tả,11,147
táo,9,147
thi_đấu,5,146
áo_khoác,5,146
không_gỉ,4,146
nếp,9,145
bún,5,145
súng,8,145
súp,7,144
truyện,5,144
chất_béo,7,144
hoa_quả,8,144
gan,10,143
độ_ẩm,7,143
lãi_suất,6,143
nâu,11,142
lanaform,1,142
gas,7,141
sạch_sẽ,11,140
đề_án,10,140
khuấy,5,140
hấp_thụ,7,140
ồn,9,140
chính_trị,10,140
rà_soát,11,139
van,9,139
hát,11,138
hàm_lượng,8,138
gameplay,1,138
thu_thập,8,138
cốc,10,138
gạch,9,138
khẩu_vị,6,137
cnc,3,137
cấu_tạo,5,137
sữa_chua,4,137
smartphone,9,137
sưu_tập,10,137
đặt_hàng,11,137
autonics,2,137
hô_hấp,8,136
lễ_hội,10,136
xinh_đẹp,11,136
ốp,7,136
chuyển_nhượng,10,136
đặc_tính,11,136
model,6,136
tay_cầm,11,135
chùa,10,135
bắn,9,135
bánh_xe,8,135
condotel,1,135
laser,5,135
điện_áp,3,134
gel,5,134
richell,1,134
thưởng,11,134
mini,11,134
tư_thế,8,134
rang,7,133
chùi,4,133
nghèo,11,133
valve,4,133
android,6,132
bản_đồ,4,132
cỏ,11,132
phẫu_thuật,8,131
bỉm,2,131
đòn,5,131
gb,2,131
đại_biểu,8,131
thanh_lịch,10,130
doosan,1,130
hoa_văn,6,130
len,6,130
minh_bạch,10,130
sáp,3,130
hiệu_trưởng,6,130
môi_giới,7,129
cong,11,129
ngoại_giao,8,129
fanpage,7,128
cháu,7,128
dưa,8,128
bóc,8,128
nph,1,128
thể_loại,6,128
ftramart,1,128
dập,10,128
địa_ốc,2,128
cảm_ứng,11,127
boss,4,127
vnpt,3,127
nhân_lực,11,127
giây,11,127
mịn_màng,8,126
ms,6,126
in,10,126
thanh_niên,9,126
chay,10,126
nhiễm_trùng,6,126
dáng,9,126
bọt,8,126
cơ_cấu,10,126
hoa_hồng,8,125
phổi,6,125
cơ_quan_chức_năng,11,125
bể,11,125
ấm_cúng,5,125
giao_lưu,11,125
bền_màu,5,124
vnindex,3,124
vnđ,11,124
virus,4,124
tổn_thương,8,124
xoài,7,124
triệu_chứng,7,124
igbt,1,124
dẻo,9,124
mah,2,123
melamine,3,123
quỳnh_trang,4,123
huyết_áp,8,123
trầy_xước,6,123
sát_thương,2,123
khô_ráo,6,123
áp_suất,7,122
thảo,9,122
loài,9,122
vòi,10,122
tuổi_thọ,9,122
đồngcổ,4,121
xông,6,121
giấm,5,121
vũ_khí,10,121
hư,9,121
cầu_thủ,5,121
man,8,121
series,9,121
ng,6,120
đấu_giá,8,120
mi,10,120
đấu_thầu,7,120
sức_sống,11,119
chính_quyền,10,119
ẩm_mốc,6,119
no,7,119
mờ,10,119
yamaha,3,118
đúc,10,118
đầm,8,118
thpt,9,118
hàng_không,7,118
laptop,6,118
vp,4,118
đường_nét,8,117
dị_ứng,7,117
keo,9,117
điều_lệ,9,117
dragon,5,116
khoáng_chất,7,116
đậu_xanh,3,116
nhiên_liệu,10,116
thông_dụng,7,116
kế_toán,10,116
trường_học,11,116
thần_kinh,9,116
tĩnh_điện,5,116
chà,8,116
hâm_mộ,9,116
xà_phòng,4,115
võ_gia,1,115
size,7,115
bs,5,115
sỹ,6,115
lõi,9,115
khoai_lang,2,115
số_liệu,11,114
nguyễn_xuân,6,114
qh,7,114
rán,5,114
trò_chuyện,11,114
tin_dùng,9,114
apple,7,114
xinh_xắn,8,114
coffee,7,114
gợi_cảm,7,114
dễ_thương,10,114
nám,3,114
gốm,8,113
vớt,6,113
loãng,10,113
vv,9,113
kỷ_luật,6,113
đùi,7,113
bộ_máy,11,112
dlqg,1,112
dung_dịch,11,112
đề_kháng,6,111
biến_dạng,4,111
ngón,11,111
thứ_trưởng,8,111
dai,9,111
dịu_dàng,8,111
nhăn,8,111
spa,8,110
học_trò,5,110
ấm_áp,11,110
dâu,11,110
silicon,5,110
công_ty_chứng_khoán,4,109
bộ_nhớ,4,109
vi_tính,4,109
khung_cảnh,7,109
bóng_đá,10,109
cửa_sổ,10,109
bí_đỏ,3,109
sân_khấu,10,109
kiều,9,109
skinfood,1,108
gọn_nhẹ,9,108
hơn_tỷ,11,108
skin,4,108
nôn,3,107
jack,5,107
mạ,10,107
nước_lạnh,5,107
gdđt,5,107
shop,7,107
mỡ,8,107
đồ_đạc,10,107
team,3,107
xưởng,8,107
cầu_thang,8,106
quản_trị,11,106
ngũ_hổ,1,106
bạc_hà,6,106
sennheiser,1,106
hòa_bình,11,106
phê_duyệt,11,106
protein,5,106
sản_phụ,3,106
tần_số,6,106
hữu_ích,10,105
chăm,7,105
cực_kì,10,105
inch,8,105
thẩm_định,11,105
vdc,2,105
con_trai,7,105
horea,1,105
bắp,8,105
xét_nghiệm,5,105
kê,11,105
mr,8,105
suy_nghĩ,10,104
chân_lông,6,104
công_cộng,11,104
đạm,5,104
nhờn,7,104
lập_trình,4,104
anker,1,104
trang_chủ,7,104
úc,9,103
lau_chùi,4,103
quy_cách,8,103
tài_nguyên,8,103
legends,1,103
belkin,1,103
cưới,10,103
bày_tỏ,11,103
dứa,5,103
ướt,7,103
thanh_tra,10,103
viền,9,103
mỹ_thuật,6,103
môt,10,102
kông,10,102
đt,8,102
sinh_nhật,9,102
vắt,8,102
bã,6,102
muỗi,6,102
chó,9,102
khay,8,102
tranh_chấp,8,102
nước_cốt,4,102
hũ,5,101
kết_cấu,11,101
hạt_tiêu,5,101
khoai_tây,5,101
cung_cấp_thiết_bị,3,101
bán_lẻ,11,101
nh,9,101
ti,5,101
tia,10,101
cotton,5,101
cường_lực,3,101
khỏe,8,100
nếm,4,100
tân_phú,7,100
đà,11,100
tuyên_truyền,8,100
bồn,8,100
khuyến_mãi,8,100
cream,5,100
đàn_hồi,5,100
xoắn,8,100
sữa_tươi,7,100
móc,11,100
đấu,6,99
lưu_lượng,9,99
xingapo,3,99
phâm,7,99
thâm,10,99
tnr,1,99
va_đập,5,99
chì,9,99
phương_châm,10,99
bấm,10,98
bệnh_nhi,3,98
airlines,5,98
bass,2,98
cốt_truyện,3,98
chắn,11,98
hữu_nghị,5,98
nuôi_dưỡng,10,98
kích_ứng,4,98
kẹp,7,98
lực_lượng,10,98
fdi,5,98
bánh_quế,2,97
auto,5,97
liên_quân,1,97
nát,7,97
lọ,10,97
lung_linh,10,97
bo,7,97
edifier,1,97
league,3,97
combo,6,97
quốc_lộ,6,97
vacosi,1,97
chỉ_định,11,97
rắc,7,96
httpbaoanjsccomvn,2,96
họng,8,96
chiến_trường,5,96
hình_dáng,8,96
kiểm_toán,5,96
thí_sinh,5,96
tư_nhân,11,96
bổ_dưỡng,5,96
rót,11,95
bang,8,95
thú,11,95
trơn,8,95
đệm,10,95
lành_nghề,7,95
hủ_tiếu,3,95
xôi,4,95
hdpe,2,95
bàn_giao,9,95
mừng,10,95
tổng_giám_đốc,7,95
áo_dài,6,94
nước_dùng,5,94
đh,5,94
giải_đấu,6,94
oxy,10,94
dã_ngoại,9,94
pubg,1,94
vé,9,94
vặn,6,94
tem,8,94
ghép,10,94
môn,11,94
tác_giả,11,94
dịch_bệnh,5,94
ngũ_cốc,6,93
chùm,10,93
collagen,5,93
xứ,11,93
tinh_khiết,8,93
báo_giá,5,93
download,5,93
điều_tra,10,93
beta,5,93
chào_bán,3,93
củng_cố,10,93
land,5,93
trang_web,8,93
thu_hồi,11,93
trang_nhã,8,93
sắc_màu,10,92
mè,5,92
phím,6,92
du_phong,1,92
axit,6,92
nấm_hương,3,91
chủng_loại,8,91
vóc_dáng,7,91
đình_đám,10,91
thcs,6,91
duyên,8,91
túi_xách,7,91
fan,10,91
khoảng_tỷ,8,91
đa_khoa,8,91
sonicgear,1,91
cư_dân,11,91
nhiên,11,91
biến_chứng,4,90
abs,4,90
thông_tư,9,90
giải_phóng,11,90
siêu_âm,7,90
nghị_định,11,90
làm_quà,6,90
bìa,9,90
phó_chủ_tịch,10,90
item,2,90
đầu_ra,10,90
ngấm,6,90
hòa_quyện,8,90
nhai,5,90
thắp,9,90
tán,10,89
bánh_mì,6,89
mùi_vị,6,89
nhà_kính,3,89
studio,6,89
diễn_đàn,9,89
thục,5,89
sét,6,89
cuộc_đời,11,89
sai_lầm,10,89
kali,6,89
ipad,6,89
ban_đêm,10,88
survival,1,88
khuôn_mặt,9,88
vuông,11,88
ngôn_ngữ,11,88
khủng,10,88
thuê_bao,4,88
de,9,88
chè,9,88
chân_không,5,88
lắp_ráp,7,88
pha_trộn,9,87
sức_khoẻ,11,87
tác,10,87
phần_thưởng,7,87
tiêu_chảy,6,87
vtc,9,87
sử,10,87
tốt_nghiệp,8,87
nhánh,9,87
kim_dung,3,87
lương_thế,2,87
tồn_kho,6,86
mpa,2,86
đu_đủ,5,86
hợp_kim,4,86
biến_động,9,86
bong,10,86
đắp,11,86
cảnh_quan,8,86
trọng_điểm,11,86
google,11,86
th,8,86
rây,3,86
xám,11,86
phân_giải,6,85
làm_quen,7,85
canada,11,85
kẽm,6,85
mdf,4,85
đói,6,85
an_toàn,9,85
card,3,85
gọt,6,85
tuất,8,85
định_vị,8,85
vĩ_mô,5,85
văn,9,85
thanh_xuân,8,84
chocolate,4,84
đài_loan,10,84
nộ,2,84
sim,5,84
tươi_sáng,11,84
duplomatic,1,84
vĩnh_viễn,7,84
kiến_nghị,10,84
thiện,9,84
mmorpg,1,84
coleman,2,83
hot,9,83
ngành_hàng,9,83
cây_xanh,7,83
vướng_mắc,9,83
free,7,83
bưởi,5,83
mát_mẻ,9,83
gtvt,5,83
sẹo,5,83
rong,7,83
cbre,1,83
pha_chế,6,83
nước_lọc,7,83
nhung,9,83
koi,3,83
tái_tạo,9,83
sả,7,83
sổ,10,83
lưỡi,5,82
quốc_phòng,8,82
ph,5,82
thận,8,82
nữ_tính,6,82
real,4,82
nông_dân,9,82
bàn_phím,6,82
dự_thảo,9,82
pallet,1,82
pv,9,82
thủ_đô,11,82
quỳnh,7,82
acv,3,82
nứt,8,82
mỹ_nhân,5,82
phở,4,82
acid,6,82
dầu_mỡ,7,82
thẻ_nhớ,3,81
chun,3,81
đường_bay,4,81
sunhouse,1,81
chủ_nhân,11,81
phù,11,81
động_viên,10,81
cách_mạng,10,81
tuyển_sinh,5,81
anh_em,11,81
mau,10,81
mậu,8,81
tỉ,9,81
kts,4,81
thí_điểm,9,81
thôn,10,81
ubcknn,1,81
cơn_sốt,8,80
giã,4,80
tháp,10,80
vua,10,80
kích_hoạt,9,80
ac,8,80
lắc,11,80
cành,8,80
đông_lạnh,7,80
thẩm_thấu,6,80
thúy,5,80
lợn,9,80
nghiêm_túc,10,80
má,8,80
lười,9,79
cacao,4,79
vịt,6,79
trực_thuộc,11,79
giấy_tờ,9,79
ăn_mòn,3,79
quái,3,79
công_nghệ_cao,10,79
vac,2,79
cuộc_chiến,7,79
cốt_lõi,10,79
hấp_thu,6,79
thẩm_quyền,11,79
nội_trú,4,79
câp,7,79
diễn_viên,5,79
hư_hỏng,10,79
london,7,79
huyền_thoại,9,79
bổ,8,79
hà_lan,11,78
garden,5,78
sinh_tố,4,78
sửa_đổi,11,78
nghiền,5,78
laurelle,1,78
tỉnh_thành_phố,10,78
tiện_nghi,8,78
lưu_trú,5,78
phú_quốc,6,78
candle,2,78
lightning,1,78
dân_dụng,8,78
tọa_lạc,3,78
họa,7,78
chẩn_đoán,6,78
cường,11,78
chiêu,7,77
đồng_đội,3,77
táo_bón,3,77
cách_nhiệt,3,77
mượt,9,77
goldseason,1,77
blw,1,77
nồng,7,77
paraffin,1,77
vô_địch,8,77
chiết_khấu,8,77
lãi,7,77
múc,5,77
danh_hiệu,10,77
ttgdck,1,77
mitsubishi,5,77
chân_đế,3,77
hiệu_suất,10,77
rổ,9,76
đất_đai,5,76
cà,11,76
siêu_thị,9,76
skiip,1,76
cắn,8,76
guitar,6,76
đạt_tỷ,5,76
ghi_nhớ,9,76
gia_công,7,76
doanh,9,76
rộng_lớn,10,76
vali,3,76
air,8,76
sản_sinh,8,76
quấn,9,76
đối_phương,7,76
nc,4,75
giò,4,75
steam,2,75
nang,5,75
bôi,5,75
trung_cấp,8,75
đường_sắt,8,75
rối_loạn,10,75
họa_tiết,8,75
cá_chép,6,75
linh_kiện,6,75
khái_niệm,11,75
thất_bại,11,75
kiên_trì,11,75
ba_chỉ,5,75
tái_cơ_cấu,8,75
nhặt,9,75
cc,6,75
nilon,7,75
hành_tây,3,75
máy_bơm,3,75
tráng,9,74
cô_giáo,3,74
vo,7,74
clip,7,74
đặc_sắc,9,74
biểu_diễn,10,74
hào_hứng,8,74
ngây,2,74
măng,6,74
khen,9,74
tiểu_học,6,74
mộc,11,74
căn_bệnh,7,74
ngành_nghề,9,74
điện_thoại_di_động,10,74
house,5,74
cày,2,74
mã_lực,2,73
sai_phạm,9,73
bảo_dưỡng,10,73
ios,3,73
trung_thu,5,73
chấn_thương,6,73
lục,9,73
cồn,11,73
mg,8,73
định_mức,7,73
victorinox,1,73
lão_hóa,6,73
cào,3,73
kĩ_năng,5,73
tuyển_chọn,10,73
cummins,1,73
tivi,7,73
kim_cương,11,73
tẩm,7,73
xxcm,3,73
mắm,5,73
legend,4,73
energizer,2,72
quét,9,72
bận_rộn,10,72
ốm,7,72
lòng_đỏ,4,72
cổ_tức,4,72
sành_điệu,7,72
mu,6,72
delfi,1,72
quế,8,72
nấu_nướng,8,72
sáp_nhập,8,72
cữ,2,72
mp,6,72
ven,8,72
lộc,10,72
max,7,72
cựa,1,72
bỏng,9,72
power,7,72
đau_đớn,10,72
phanh,6,72
nghệ_sĩ,10,72
manga,1,72
emdep,1,72
kháng_sinh,5,72
chỉnh_sửa,8,72
details,2,72
thiết_yếu,10,72
chán,8,72
thon,7,71
bùng_nổ,10,71
vặt,5,71
logo,9,71
quấy,3,71
nghiệp_vụ,9,71
ngắt,7,71
toát,7,71
thảo_dược,6,71
hông,9,71
thuât,5,71
danh_mục,10,71
phước,10,71
nhiệt_đới,11,71
phai,10,71
cải_cách,9,71
máy_ảnh,5,71
cấp_độ,9,71
hoa_hậu,5,71
yên_tĩnh,7,71
trưởng_thành,11,71
phong_trào,9,71
vòngphút,3,70
thun,5,70
tâm_trạng,7,70
hạnh,11,70
cổ_tay,5,70
food,7,70
tân_sơn,7,70
body,5,70
phat,8,70
dây_cáp,6,70
tải_trọng,4,70
nhọn,9,70
măt,10,70
thường_vụ,8,70
chât,8,70
hyundai,2,70
phaner,1,70
rèn_luyện,7,70
tu,8,70
hội_nhập,10,70
miến,5,70
xù,8,70
mix,5,69
sưng,9,69
nước_sạch,11,69
ak,4,69
mc,7,69
bê_tông,6,69
bt,7,69
mật,11,69
bế,4,69
đạo_đức,7,69
tổng_bí_thư,3,69
mặt_tiền,5,69
fpt,4,69
gòn,3,69
xoa,6,69
thìa_canh,4,69
quỷ,6,69
lướt,11,68
twister,1,68
vinaphone,3,68
trâm,6,68
eo,5,68
hiến,7,68
hội_thảo,11,68
đóng_cửa,9,68
sấy,10,68
vụ_việc,8,68
thang_máy,9,68
tiểu_đường,6,68
giao_diện,6,68
ví,11,68
cứu,11,68
nhuộm,6,68
thắt,10,68
tinh_bột,6,68
anh_hùng,8,68
miss,5,68
kích,9,68
ree,1,68
tử_vong,6,68
update,5,68
đuôi,9,68
vani,5,68
nôi,11,68
pk,3,67
park,10,67
toàn_thân,5,67
bô,9,67
bình_dương,8,67
tăm,6,67
benfica,1,67
dạo,8,67
youtube,8,67
nước_ối,1,67
trớ,1,67
war,2,67
thèm,6,67
bạch,10,67
cán,10,67
tham_nhũng,5,67
gamer,2,67
nhà_cái,3,67
hứng_thú,9,67
đảm_bảo_vệ_sinh,6,67
uốn,8,67
đảng_viên,4,67
công_chức,8,67
công_tắc,5,67
khoai,8,67
ấp,11,66
bảo_tồn,8,66
kỹ_thuật_số,6,66
khán_giả,7,66
marshmallow,3,66
nlg,1,66
sinh_thái,8,66
tuyệt_hảo,7,66
khu_đông,1,66
đội_tuyển,6,66
nhất_trí,5,66
tương_tác,9,66
trinh,11,66
phòng_ngừa,11,66
biếu,6,66
distributor,1,66
giáp,9,66
thảm_đỏ,3,66
đột_ngột,10,66
mút,5,66
bảoan,2,66
zalo,7,66
lưu_thông,11,66
đặc_sản,6,65
khép_kín,10,65
tẩy_rửa,7,65
trúc,10,65
hồi_phục,8,65
tình_dục,5,65
yến,11,65
đảm,10,65
thủy_lực,4,65
hạnh_nhân,3,65
tràn_đầy,11,65
lụa,10,65
rau_câu,4,65
khai_trương,9,65
khoan,11,65
vị_giác,5,65
khz,2,65
bệnh_tật,8,65
đắng,8,65
âm_lượng,3,65
quái_vật,3,65
âm_đạo,4,65
beauty,2,65
chuyển_dạ,2,65
click,6,64
triết_lý,10,64
nhập_viện,4,64
lcd,4,64
hà_đông,6,64
đầu_bếp,6,64
chảy_máu,6,64
biếng,1,64
impression,1,64
tablet,4,64
hiền,10,64
óc,9,64
white,6,64
chiêu_thức,4,64
xước,8,64
đồng_bằng,11,64
ca_sĩ,6,64
nguyên_đán,7,64
jeans,3,64
mâm,9,64
ước_tính,10,64
rụng,6,64
pvp,2,64
lạm_dụng,10,64
giấy_phép,9,64
con_em,6,64
tư_duy,10,64
giấc,9,64
xúc,7,64
dĩ,10,64
chuyên_đề,6,64
dong,10,64
nhức,8,63
chấp_hành,8,63
tâm_sự,11,63
dám,11,63
pvc,3,63
đồngm,2,63
bar,9,63
văn_phòng_phẩm,3,63
xu_thế,9,63
my,9,63
global,5,63
gingerbon,1,63
bộ_cánh,5,63
khoá,8,63
eject,1,63
trò,9,62
xx,4,62
phòng_thủ,3,62
rạng,11,62
nhiễm_khuẩn,6,62
hành_lang,10,62
murad,3,62
hồng_ngoại,4,62
lành,11,62
thường_trực,9,62
mode,4,62
gỏi,4,62
mài,8,62
khẩn_cấp,9,62
biến_đổi,9,62
hiện_hành,11,62
thể_chất,8,62
di_tích,3,62
ch,9,62
bạn_đọc,11,62
sỉ,4,62
đa_phần,10,62
tam_quốc,1,62
liên_hợp,5,62
phù_hợp_nhất,10,62
núm,4,62
nhà_cửa,9,61
laneige,1,61
lãnh_thổ,10,61
chàng,11,61
vừa_miệng,3,61
chuyên_khoa,4,61
skill,1,61
nhà_xưởng,5,61
gu,10,61
hạ_cánh,5,61
mái_tóc,4,61
sụn,3,61
menu,5,61
cước,7,61
thương_vụ,8,61
bàn_chân,5,61
gắn_bó,9,61
xách,9,61
trưng_bày,8,61
túi_tiền,10,61
nấu_ăn,9,61
đại_hội,11,61
nhà_đất,4,61
nhầm,9,61
gram,6,61
chứa_chất,6,61
lý_giải,10,61
tân_bình,4,61
nhân_sự,9,61
nước_mắt,8,60
đề_tài,9,60
bảo_trì,10,60
windows,3,60
khởi_điểm,5,60
phì,6,60
kiểm_định,10,60
ttck,1,60
red,8,60
đấu_trường,4,60
mũ,9,60
khít,5,60
hero,2,60
ngộ_độc,6,60
sony,2,60
hạng_mục,10,60
tư_tưởng,7,60
quy,11,60
dư_nợ,3,60
tươi_mát,4,60
vùng_đất,7,60
trực,8,60
tinh_xảo,6,60
thủ_khoa,2,60
yoga,5,60
kiến_trúc_sư,7,60
ếch,4,60
xạ_thủ,1,60
án,11,60
định_giá,9,60
fax,6,60
lên_mặt,7,60
quan_niệm,10,60
stress,9,60
ngoan,6,60
lật,8,60
kitkat,1,59
suối,10,59
tình_nguyện,9,59
huy,8,59
gắn_kết,11,59
clb,5,59
champions,2,59
cưng,8,59
tay_chân,6,59
khoang,9,59
cánh_tay,11,59
coi_trọng,7,59
hữu_cơ,6,59
quảng_ninh,8,59
cá_hồi,2,59
vú,5,59
tích_lũy,11,59
nguyễn_văn,10,59
nuốt,5,59
mourinho,1,59
nhẵn,7,59
tr,8,59
rốn,3,59
tá,8,59
bình_minh,8,59
rim,4,59
chăn_nuôi,5,59
chăm_chút,9,59
trầy,4,59
ngắn_hạn,7,59
hơi_nước,7,59
nm,3,59
quân_sự,11,59
có_thai,5,59
phân_bổ,9,58
ăn_không,7,58
ship,4,58
mỳ,6,58
ubl,1,58
kiếm_hiệp,1,58
hàm,9,58
xô,6,58
phô_mai,3,58
one,10,58
xinh,11,58
thực_hành,9,58
rules,1,58
vung,5,58
nụ,11,58
techmate,1,58
khử_trùng,5,58
gamev,1,58
tea,4,58
bó,10,58
đột_biến,8,58
dpi,2,58
international,10,58
mệnh,5,58
tổn,6,58
hp,6,57
gãy,8,57
black,6,57
chào_đời,2,57
mầm_non,6,57
go,6,57
củ_cải,3,57
chu_kỳ,8,57
đạp,7,57
đàm_phán,10,57
bí,10,57
iso,6,57
máy_lạnh,7,57
chọn_lọc,10,57
khuyết_điểm,6,57
thi_hành,7,57
rác_thải,6,57
rò_rỉ,8,57
quai,4,57
blade,2,57
bất_cập,11,57
tổng_thống,8,57
everon,2,57
ngập,9,57
suzuki,2,56
dồn,9,56
phân_biệt,10,56
