Token,Num_Labels,Num_Occurrences
băm,4,227
thực_đơn,7,226
bảo_hiểm_tế,6,224
hoa_hậu,6,222
mổ,11,222
não,10,221
hấp,7,220
thoa,9,220
sườn,11,220
chanh,11,220
lẩu,6,219
rà_soát,11,218
ướp,6,216
lotus,5,214
mobifone,2,213
tử_vong,9,213
chuối,11,211
clip,10,210
thông_tư,8,210
cấp_cứu,8,210
chua,8,207
mặt_nạ,8,207
tiêu_hóa,10,205
chiến_thuật,7,205
sim,6,204
khuẩn,10,203
link,11,203
cà_rốt,4,202
set,9,201
gamek,1,200
tpbank,2,199
quý_khách_hàng,7,198
tuyên_truyền,8,198
trợ_cấp,6,197
nệm,5,197
cà_chua,9,197
diễn_viên,9,197
iphone,8,196
đồng_chí,6,196
thí_sinh,9,195
hiệu_trưởng,7,195
kcb,2,194
son,8,194
nếp,10,193
diệt,9,192
nước_mắm,6,192
vnpt,1,191
chậu,9,191
thi_đấu,8,189
phơi,11,188
nhân_lực,10,186
đội_hình,3,185
sgk,1,185
đề_án,10,184
phô_mai,5,183
vô_địch,9,183
vịt,10,182
nhuyễn,6,181
decal,4,180
tự_nguyện,8,180
kẹo,8,180
tinh_chất,5,180
quốc_lộ,10,179
nấm,11,179
ndđt,3,178
cơ_cấu,10,178
tỉ,8,178
bình_quân,11,178
chính_quyền,9,178
bluetooth,4,177
đẻ,10,176
real,4,175
nguội,10,175
đặc,11,174
tỉnh_thành_phố,11,173
hoa_quả,11,173
đầm,10,173
tel,5,173
sản_phẩm_chất_liệu,3,172
massage,8,172
chiến_đấu,10,172
ronaldo,3,171
lưu_trữ,11,171
bs,8,171
hđqt,9,170
ma,11,169
đại_biểu,8,169
nám,2,167
cương,10,166
dài_hạn,10,165
cao_tốc,8,165
hưu_trí,2,165
chịu_nhiệt,5,165
xịt,10,164
đậm_đà,6,164
tiền_lương,7,163
tỷ_giá,7,163
ốp,10,163
khử,9,163
chứng_khoán,10,163
thứ_trưởng,10,163
chiến,10,162
vui_lòng,10,162
dê,11,162
nguyên_chất,6,162
đc,10,161
league,4,161
chung_kết,11,160
nhà_mạng,2,160
đậy,8,160
web,11,159
đường_kính,11,159
tưới,8,159
cải,8,159
thcs,7,159
spa,10,158
garden,3,157
đồ_họa,5,157
chó,11,156
măt,11,156
hải_sản,11,156
vi_khuẩn,8,156
lãi,11,155
gia_dụng,7,155
nhập_vai,2,155
khoai_lang,5,155
hình_sự,8,155
ca_sĩ,11,155
dáng,10,154
chần,5,154
súp,6,154
cước,7,153
thần,10,153
ngon_miệng,8,153
đa_khoa,10,153
cnc,5,153
hz,3,153
pv,10,153
pc,7,153
sofa,6,152
cúm,7,151
smc,2,151
cổ_đông,9,151
mốt,8,150
mỡ,10,150
đh,9,150
đấu_thầu,9,150
hiệu_lực,11,150
vi_sóng,4,149
cài_đặt,9,149
ngọt_ngào,11,148
tội,9,148
phổi,9,147
socola,4,147
drap,1,147
tăng_giá,10,147
yến_mạch,5,146
biên_giới,10,146
xơ,9,146
táo,10,145
mặn,9,145
bút,11,144
hàm_lượng,11,144
sản_phẩm_chất_lượng,9,144
tương_thích,6,144
học_trò,6,143
gỉ,6,143
hô_hấp,10,143
bún,6,143
rang,8,142
nh,11,142
bảo_hộ,9,142
smartphone,10,142
mật_ong,7,141
chuyển_nhượng,10,141
bao_bì,11,141
nhà_bếp,8,141
chẩn_đoán,8,141
micro,6,140
sen,10,140
gas,10,140
bộ_máy,11,139
dễ_thương,10,139
bể,11,139
áo_khoác,10,138
côn_trùng,7,137
hiến,9,137
phó_giám_đốc,10,137
độ_ẩm,9,137
apple,8,136
dạ_dày,7,136
súng,11,136
sữa_chua,5,135
cảnh_quan,7,135
khẩu_vị,8,135
airlines,10,134
miễn_dịch,9,134
vinaphone,3,134
chả,10,134
người_mẫu,8,134
mầm_non,9,134
locklock,2,133
thực_vật,10,133
nhăn,8,133
thanh_lịch,11,133
địch,5,132
khai_trương,11,132
collagen,4,131
gb,3,131
chay,11,131
tâm_thần,10,130
sởi,3,130
chỉ_định,11,130
chất_béo,8,130
bị_cáo,3,130
thất_nghiệp,6,130
cô_giáo,5,129
mồ_hôi,10,129
pp,6,129
th,11,128
sứ,10,128
đùi,10,128
khán_giả,11,128
môi_giới,9,128
tiêm_chủng,3,128
cọ,9,128
mịn_màng,9,128
tọa_lạc,9,127
khuôn,9,127
sáp_nhập,8,127
khoảng_tỷ,10,127
áo_dài,9,127
xcm,6,126
yaskawa,2,126
yamaha,4,126
xử_phạt,10,125
ng,9,125
kiều,11,125
nlđ,2,125
êm_ái,11,124
khuyến_mại,9,124
dẻo,9,124
cafe,10,124
igbt,1,124
khuấy,5,123
vướng_mắc,9,123
luminarc,2,123
beauty,3,123
phanh,10,122
hàng_không,11,122
xét_nghiệm,7,122
nội_trú,5,122
bỉm,3,122
fdi,5,122
địa_ốc,2,122
nhiên_liệu,11,121
cầu_thang,9,121
triệu_chứng,10,121
nghệ_sĩ,11,121
thu_thập,9,121
sản_phụ,3,120
tư_thế,10,120
nở,11,120
bền_bỉ,10,120
cách_mạng,11,120
bánh_trôi,2,120
nước_cốt,4,120
lanaform,1,120
champions,2,120
kỷ_luật,9,119
hấp_thụ,7,119
hiện_trường,11,119
thi_hành,10,119
gợi_cảm,6,118
model,10,118
bệnh_nhi,4,118
vặt,9,118
dự_thảo,10,118
tân_sơn,10,118
gel,6,118
ngoại_giao,9,117
khô_ráo,9,117
kiến_nghị,10,117
chà,10,117
dragon,4,116
ven,11,116
syria,7,116
hà_đông,9,116
mường,8,116
xoắn,9,115
chè,11,115
kỳ_hạn,3,115
lão_hóa,5,115
nguyễn_xuân,8,115
tay_vợt,2,114
shop,11,114
không_gỉ,5,114
qh,9,114
đồng_phục,6,114
android,8,114
duyên,11,114
plc,3,114
cấu_tạo,6,114
trọng_điểm,10,113
kiến_trúc_sư,7,113
vớt,9,113
hiền,11,113
thể_loại,6,112
khoáng_chất,7,112
dlqg,1,112
bv,4,111
bank,5,111
đúc,10,111
ong,10,111
dưa,7,111
xông,9,111
keo,11,111
ủi,10,111
đặc_tính,9,111
cắn,11,110
tốt_nghiệp,11,110
khung_cảnh,10,110
sức_sống,11,110
gameplay,1,110
sả,7,110
chùi,3,110
nhờn,7,110
bắp,9,109
biến_chứng,6,109
chuyên_ngành,11,109
de,11,109
bí_đỏ,3,108
dịch_bệnh,5,108
olympic,9,108
virus,4,108
quốc_phòng,8,108
đội_tuyển,9,108
rong,9,108
giấm,4,108
sai_lầm,11,108
thí_điểm,8,108
bị_thương,11,108
huệ,9,108
autonics,2,107
sáp,7,107
chấp_hành,8,107
size,9,107
niêm_yết,11,106
tái_cơ_cấu,9,106
lưu_lượng,8,106
ðiều,6,106
tái_tạo,11,106
server,3,106
hữu_nghị,5,106
biến_dạng,8,106
nph,1,106
tác_giả,11,105
sỹ,7,105
tim_mạch,8,105
dung_dịch,8,105
ấm_cúng,9,105
dược,11,105
bản_đồ,8,105
ms,9,105
sinh_tồn,4,105
trầy_xước,7,105
boss,4,104
khỏe,11,104
điện_áp,3,104
điều_lệ,9,104
vóc_dáng,7,104
mái_tóc,5,104
chứng_chỉ,11,104
chăm,11,103
truyện,9,103
đòn,7,103
cây_xanh,10,103
cuộc_gọi,7,103
kế_toán,10,103
măng,7,103
xà_phòng,5,102
tem,11,102
thần_kinh,11,102
kts,4,102
bổ_dưỡng,6,102
tag,3,102
lốp,6,102
quảng_ngãi,10,102
mặt_tiền,6,102
ướt,11,102
giải_đấu,6,102
sữa_tươi,5,102
xưởng,11,102
tour,7,102
tần_số,7,101
ốm_đau,5,101
lõi,10,101
nhiễm_trùng,6,101
đai,9,101
thương_vụ,8,101
mã_lực,3,101
mạ,11,101
vnd,7,101
nôn,4,101
khuôn_mặt,11,101
nghiệp_vụ,8,101
bánh_xe,8,101
sẹo,7,101
khoai_tây,7,100
đàn_hồi,6,100
atm,8,100
bê_tông,9,100
đạp,11,100
tnr,1,100
xoài,7,100
nước_dùng,6,100
no,7,100
laptop,7,100
utd,1,100
vắt,5,99
condotel,1,99
đồng_đội,8,99
container,8,99
bể_bơi,8,99
lưu_trú,3,99
đặc_sản,10,99
tin_dùng,10,99
xăng,10,99
ngấm,7,99
rắc,9,98
land,3,98
liverpool,1,98
tottenham,1,98
series,10,98
richell,1,98
cảm_ứng,11,98
đồ_đạc,10,98
sennheiser,1,98
tia,10,98
rán,7,98
vv,10,98
sản,11,98
doosan,2,98
bồi_dưỡng,8,98
tỷ_số,6,98
tài_năng,11,98
axit,7,97
coffee,5,97
bền_màu,4,97
thông_dụng,8,97
bánh_quế,2,97
laser,7,97
đường_nét,10,97
phú_quốc,8,97
thảo_dược,8,96
len,7,96
hoa_văn,6,96
kích_ứng,4,96
hạ_long,10,96
xinh_xắn,8,96
bồi_thường,8,96
bhtn,1,96
protein,5,96
biến_động,11,96
cổ_phần_hóa,6,96
đạm,7,96
ftramart,1,96
túi_xách,8,96
nhãn_hiệu,11,95
bọt,9,95
họng,9,95
đề_kháng,7,95
vietcombank,4,95
xôi,4,95
belkin,1,95
phó_tổng_giám_đốc,6,95
lây_nhiễm,6,95
gtvt,8,95
cực_kì,11,95
skinfood,1,94
abs,6,94
chân_lông,5,94
loãng,11,94
nghĩa_vụ,11,94
xù,9,94
bạc_hà,6,94
chiết_khấu,8,94
con_em,9,94
cướp,7,94
dị_ứng,8,94
đính,8,94
tranh_chấp,9,94
bồn,10,94
hàm,11,94
skin,4,94
anker,1,93
hủ_tiếu,4,93
sầu_riêng,6,93
ẩm_mốc,5,93
house,7,93
nđcp,10,93
jack,6,93
quỳnh_trang,5,93
horea,1,93
vaccine,3,93
dịu_dàng,8,93
hợp_kim,5,92
acv,5,92
nấm_hương,3,92
thảm_đỏ,3,92
cốt_truyện,3,92
quy_cách,9,92
mậu,9,92
kề,11,92
thúy,10,92
mourinho,1,92
hòa_quyện,9,92
nghìn_tỷ,9,92
vĩnh,11,92
thận,9,91
silicon,4,91
tù,8,91
chiếm_đoạt,8,91
kiểm_toán,5,91
tĩnh_điện,6,91
nhà_đất,6,91
chào_bán,8,91
gs,10,91
cntt,4,91
vib,4,90
vết_thương,10,90
gốm,9,90
bã,6,90
lọ,11,90
nilon,9,90
bánh_mì,7,90
nữ_tính,4,90
tham_nhũng,7,90
dứa,7,90
cách_nhiệt,5,90
tinh_khiết,11,89
cotton,6,89
muỗi,5,89
tình_dục,8,89
london,9,89
đấu,9,89
tội_phạm,10,89
siêu_âm,7,89
sai_phạm,9,89
đạo_đức,9,88
phụ_cấp,3,88
tivi,11,88
trực,10,88
chiêu,10,88
lụa,10,88
nước_lạnh,7,88
rót,11,88
mah,3,88
xe_khách,8,88
lập_trình,8,87
chelsea,1,87
lừa_đảo,6,87
mè,5,87
nhặt,9,87
play,7,87
clb,7,87
phở,5,87
sky,5,87
tctd,1,87
khởi_tố,5,87
biên_chế,6,87
vi_tính,6,87
ngũ_hổ,1,87
nhập_viện,8,87
hyundai,2,87
xingapo,4,86
bưởi,7,86
bmw,5,86
ngắn_hạn,8,86
tiền_mặt,11,86
gọn_nhẹ,10,86
cục_trưởng,9,86
phương_châm,11,86
tuất,10,86
thị_xã,11,86
thục,5,86
rối_loạn,10,86
hư,11,86
nếm,7,86
tuyển_dụng,11,86
bidv,5,85
oxy,11,85
lắp_ráp,10,85
dầu_mỡ,7,85
cream,3,85
sét,6,85
cáp_quang,1,85
acid,6,85
bộ_nhớ,5,85
liên_quân,3,85
lung_linh,11,85
phái_đẹp,6,85
vp,4,84
bảo_mật,10,84
va_đập,6,84
cường_lực,6,84
chữa_cháy,8,84
cach,9,84
du_phong,1,84
lưỡi,9,84
auto,5,84
huyết_áp,9,84
resort,9,84
nhà_thầu,9,84
trang_nhã,11,84
công_văn,11,84
vdc,3,84
dạo,10,84
kiên_trì,10,84
vặn,6,83
bệnh_tật,9,83
hôm_qua,8,83
mùi_vị,6,83
giờ_phút,10,83
phi_công,5,83
cao_tầng,10,83
melamine,3,83
tt,8,83
deaura,1,83
studio,10,83
sabeco,3,83
rèn_luyện,11,83
combo,8,83
thủ_môn,5,83
thai_sản,2,82
họa_tiết,10,82
áp_suất,8,82
hũ,7,82
khay,8,82
báo_giá,7,82
đường_bộ,11,82
thiện,10,82
xuất_bản,9,82
tân_phú,9,82
tuyển_sinh,6,82
tổ_hợp,10,82
mr,9,82
phức_hợp,7,82
kali,8,82
mỹ_nhân,6,82
chán,9,82
nhồi,8,82
đất_đai,7,82
sinh_tố,4,82
tiền_tệ,11,81
chuyên_khoa,6,81
nhai,7,81
vòngphút,4,81
trưởng_thành,11,81
trật_tự,9,81
nhung,11,81
ghi_bàn,6,81
giã,6,81
campuchia,9,81
viên_chức,7,81
xe_tải,11,81
đậu_xanh,4,81
cào,7,81
quyết,11,81
nứt,9,81
thẩm_thấu,6,81
hạ_cánh,5,81
ngũ_cốc,6,81
khoáng,9,80
bán_trú,2,80
logo,9,80
sản_sinh,9,80
đại_sứ,9,80
hải_quan,8,80
tổng_bí_thư,5,80
bình_dân,11,80
koi,1,80
điêm,8,80
cung_cấp_thiết_bị,3,80
công_chức,7,80
mỹ_thuật,7,80
tạng,8,80
vtc,10,80
hội_nhập,10,80
pha_chế,7,80
tô_điểm,11,80
hạt_tiêu,7,80
beta,6,79
cup,6,79
cành,7,79
sát_thương,2,79
khoai,7,79
bo,9,79
công_thương,11,79
vùng_đất,11,79
vĩnh_viễn,7,79
hẻm,8,79
chocolate,5,79
chấn_thương,9,79
hành_tây,4,79
yếu_kém,10,79
tiện_nghi,9,79
nhà_ga,8,79
team,4,78
nộ,2,78
tẩm,9,78
kỹ_thuật_số,10,78
coleman,3,78
laurelle,1,78
trơn,11,78
giết,9,78
thắt,10,78
ốm,8,78
võ_gia,1,78
ban_ngày,10,78
khẩn_trương,9,78
bổ,10,78
định_vị,11,78
thùy,11,78
ford,4,78
nấu_nướng,8,78
nấu_ăn,10,78
mc,8,78
paris,10,77
nhuộm,10,77
đầu_ra,9,77
trang_chủ,7,77
cbre,1,77
nước_mắt,11,77
gỏi,4,77
thang_máy,10,77
cốt_lõi,11,77
xe_buýt,9,77
thắp,10,77
con_cái,10,77
lành_nghề,8,77
đt,7,77
vệ_tinh,10,77
hoạt_chất,6,77
bí,10,77
ipad,8,77
nam_giới,10,76
lau_chùi,4,76
nguyễn_hoàng,7,76
tải_trọng,8,76
đạt_tỷ,6,76
murad,3,76
chảy_máu,7,76
pa,11,76
quan_niệm,11,76
vacosi,1,76
skiip,1,76
golf,7,76
sun,7,76
chân_không,8,75
kim_cương,10,75
căn_bệnh,9,75
sơ_chế,6,75
cá_chép,5,75
đường_bay,5,75
hành_lang,11,75
ti,6,75
power,8,75
bass,2,75
hồi_phục,11,75
serum,1,75
đàm_phán,11,75
pallet,1,75
quảng_bình,9,75
kẽm,8,75
tình_nguyện,9,75
bế,6,75
nlð,2,75
show,8,75
định_mức,7,75
bùn,10,75
giáo_khoa,1,75
card,6,75
thực_hành,11,75
bỏng,11,74
bánh_xèo,4,74
vnindex,3,74
white,6,74
tài_trợ,11,74
nhà_kính,4,74
webadsarticlemiddle,1,74
xu_thế,9,74
đối_phương,9,74
kmh,4,74
đói,8,74
suy,7,74
rây,3,74
tư_duy,11,74
item,2,74
huyền_thoại,10,74
gầm,8,74
rim,4,74
undefined,1,74
thường_vụ,7,73
xác_minh,9,73
tồn_kho,6,73
cacao,4,73
catch,1,73
nghiền,8,73
nguyên_đán,9,73
nhiên,11,73
ismobiletry,1,73
đồngcổ,3,73
chủ_lực,11,73
body,5,73
liên_hợp,10,73
hấp_thu,7,73
tiền_đạo,3,73
saigon,7,73
ph,6,73
kiện,10,73
tiền_vệ,6,73
nm,4,72
sunhouse,1,72
delfi,1,72
chức,11,72
ngân,11,72
nồng,7,72
juventus,1,72
đảng_viên,4,72
động_thái,10,72
olympia,2,72
oanh,8,72
cấp_ủy,4,72
tiểu_đường,8,72
doanh_số,11,72
di_tích,3,72
trong_lành,10,72
chì,9,72
edifier,1,72
ngành_nghề,9,72
táo_bón,4,72
trung_cấp,7,72
trái_phép,8,72
tổng_đài,9,72
xúc_động,10,72
pgsts,8,71
messi,2,71
phâm,6,71
gọt,9,71
dã_ngoại,10,71
sắc_đẹp,7,71
lầu,10,71
bánh_chay,1,71
gia_công,9,71
nhậu,7,71
thập_niên,10,71
bôi,7,71
bốc,11,71
visa,8,71
khánh_hòa,9,71
grand,10,71
diệp,10,71
chuyên_đề,7,71
đèn_pha,3,70
trú,8,70
thẻ_nhớ,3,70
trí_tuệ,10,70
công_chúa,4,70
bang,11,70
làm_quà,6,70
phần_thưởng,9,70
httpbaoanjsccomvn,2,70
trâm,7,70
rau_câu,4,70
mắm,6,70
cá_hồi,5,70
mmorpg,1,70
nhã,7,70
lạm_phát,6,70
yên_tĩnh,8,70
phân_giải,7,70
quái,4,70
mượt,8,70
công_ty_cp,9,70
mứt,6,70
download,5,70
barca,1,70
thon,7,69
toát,7,69
giảng_dạy,9,69
nang,7,69
di_sản,6,69
bảo_tồn,8,69
phì,9,69
huyền,11,69
legends,1,69
làm_quen,8,69
manga,2,69
đu_đủ,5,69
lương_thế,2,69
dân_dụng,9,69
ngoại_tệ,4,69
nghỉ_việc,7,69
tham_gia_bảo_hiểm_xã_hội,1,69
dĩ,11,69
rụng,7,69
thường_trực,10,69
tâm_trạng,10,69
fpt,5,68
đác,6,68
sưng,9,68
nội_trợ,8,68
cầm_cố,2,68
học_bổng,7,68
goldseason,1,68
chun,2,68
đồng_bào,7,68
ngán,6,68
khuê,7,68
lạt,8,68
twister,1,68
đột_biến,11,68
bài_tập,4,68
chua_ngọt,4,68
đầu_lòng,4,68
họa,6,67
tòa_án,8,67
luật_sư,10,67
lười,10,67
khoan,11,67
nước_lọc,6,67
ban_công,7,67
bô,11,67
tiêu_chảy,5,67
nhà_cái,3,67
tứ_kết,5,67
bí_thư,6,67
đà_lạt,11,67
bổ_nhiệm,8,67
phím,8,67
mômen,3,67
zalo,9,67
mạng_di_động,4,67
bình_tĩnh,9,67
đầu_bếp,7,67
mdf,4,67
hộp_số,2,66
quầy,9,66
bệnh_án,2,66
tinh_bột,7,66
sỉ,4,66
rạng_rỡ,5,66
miss,4,66
asiad,7,66
ngắt,10,66
góp_mặt,10,66
nlg,1,66
cao_tuổi,8,66
đám_cưới,11,66
air,9,66
ngành_hàng,9,66
đối_thoại,8,66
phá_giá,2,66
khoang,11,66
cưng,11,66
múc,5,66
ðồng,5,66
nhan_sắc,6,66
dư_nợ,3,66
ngây,2,66
israel,6,66
mp,7,66
tiến_bộ,11,66
đặc_sắc,11,65
lòng_đỏ,4,65
vac,2,65
tranh_cãi,9,65
ngậy,4,65
red,9,65
hs,4,65
mệt,11,65
pvc,4,65
phá_sản,7,65
sành_điệu,7,65
federer,1,65
bồ,9,65
thiếu_nhi,7,65
international,10,65
kiêng,11,65
tượng,10,65
pubg,1,65
vo,6,65
rổ,11,65
ngoại_hạng,2,65
bảo_trì,10,65
thuyền,11,65
nước_ối,1,65
phat,8,65
linh_kiện,7,65
nhược_điểm,11,65
nhí,7,65
thưa,10,64
thể_chất,9,64
chức_vụ,6,64
câp,9,64
đắng,8,64
thủy_lực,6,64
ánh_kim,6,64
hàng_xóm,10,64
paraffin,1,64
sư_phạm,4,64
giếng,8,64
bóp,10,64
thử_thách,10,64
nội_soi,4,64
có_thai,6,64
thấu,10,64
biếu,8,64
nhọn,9,64
mã_số,7,64
ac,8,64
đảm_bảo_vệ_sinh,7,64
tẩy_rửa,8,64
ăn_mòn,5,64
tiến_sĩ,8,64
khởi_công,7,64
vật_tư,11,64
ngoan,5,64
động_tác,10,63
ba_chỉ,4,63
phòng_bệnh,3,63
ios,6,63
gingerbon,1,63
kháng_sinh,5,63
cc,7,63
toàn_thân,8,63
mpa,2,63
đề_tài,11,63
mitsubishi,5,63
chủ_trì,9,63
tá,7,63
lightning,2,63
cựa,1,63
diễm,8,63
yoga,6,63
thực_tiễn,11,63
lợp,4,63
học_viên,11,63
nhất_trí,7,63
ngoại_hình,9,63
lữ_hành,6,63
bộ_cánh,5,62
kê_khai,7,62
benfica,1,62
trị_giá_triệu,8,62
mu,7,62
eo,5,62
máy_bơm,3,62
miến,5,62
nhâm_nhi,5,62
world_cup,6,62
sốt_rét,1,62
mất_ngủ,8,62
rạn,5,62
bh,1,62
tràm,9,62
điều_luật,5,62
chu_kỳ,10,62
guitar,7,62
cày,3,62
bảo_hiểm_thất_nghiệp,1,62
madrid,2,62
trưởng_phòng,11,62
tỷ_trọng,6,62
xoa,7,62
thèm,9,62
hồng_ngoại,5,62
lcd,5,62
trao_tặng,10,62
ăn_không,8,62
đồnglượng,2,62
mercedes,5,61
bar,11,61
dứt_điểm,11,61
kích,10,61
mâm,8,61
suzuki,2,61
mệnh,7,61
quỷ,7,61
candle,2,61
kiên,11,61
phong_độ,8,61
note,7,61
thụ_hưởng,4,61
vali,6,61
tân_bình,6,61
gòn,4,61
tư_tưởng,7,61
bó,9,60
gamer,2,60
cấp_độ,10,60
lưu_hành,8,60
xô,10,60
chi_tiêu,10,60
vê,11,60
từ_thiên_nhiên,7,60
khống_chế,10,60
lâm_sàng,8,60
cô_dâu,7,60
bom,10,60
triết_lý,9,60
gò_vấp,11,60
đông_lạnh,7,60
người_nhà,10,60
coi_trọng,11,60
phu,9,60
trụ_cột,9,60
đầu_mối,10,60
ngộ_độc,4,60
ông_bà,10,60
bình_chọn,11,60
vị_giác,6,60
mỳ,8,60
động_vật,8,60
nc,3,60
vùng_sâu,8,60
quấy,5,60
sacombank,6,60
hdpe,2,59
xinh,11,59
vịnh,8,59
sấy,10,59
phát_sóng,9,59
max,8,59
bàn_chân,6,59
nhiễm_khuẩn,7,59
vuốt,9,59
hàn_thực,1,59
jeans,2,59
kĩ_năng,5,59
rèm,7,59
ch,10,59
dây_cáp,3,59
âm_lịch,11,59
thực_trạng,8,59
tao,9,59
quảng_trị,9,59
uốn,9,59
đệm,11,59
học_phí,8,59
xách,10,59
chức_danh,7,59
ngầm,11,59
tăm,9,59
tay_chân,8,59
kíp,11,59
thân_hình,8,59
hữu_cơ,8,59
cổ_động_viên,6,59
chuyên_sâu,9,59
bàn_phím,8,59
dân_dã,7,59
trung_thu,8,59
hot_girl,3,59
sảnh,10,59
cách_âm,6,59
khủng_hoảng,10,59
legend,6,59
free,6,59
thương_binh,4,59
bình_đẳng,10,59
bà_con,10,59
khách_quan,11,59
vành_đai,3,59
grab,6,59
tmcp,3,58
hiệp_định,7,58
emdep,1,58
công_tắc,7,58
gu,10,58
vest,5,58
chọn_lọc,11,58
imperia,1,58
thế_chấp,5,58
vung,6,58
thủ_đức,9,58
chuyển_biến,8,58
chấp_thuận,10,58
dạy_học,4,58
bốt,3,58
rau_muống,6,58
kẹt,10,58
global,10,58
mía,6,58
lên_mặt,8,58
thác,11,58
star,11,58
thun,5,58
máy_lạnh,9,58
đấu_tranh,10,58
seo,8,57
di_cư,5,57
chân_đế,3,57
quái_vật,4,57
tươi_trẻ,5,57
cưỡng,7,57
trớ,1,57
tablet,3,57
jll,1,57
chât,9,57
peugeot,1,57
mặt_đất,11,57
fe,3,57
giao_diện,10,57
mg,9,57
chỉ_huy,7,57
blw,1,57
tttt,2,57
tập_luyện,10,57
vani,5,57
chỉ_thị,9,57
eject,1,57
nghêu,3,57
bưu_chính,4,56
vamc,2,56
nadal,1,56
xé,11,56
hd,8,56
gian_lận,7,56
bánh_canh,3,56
brazil,9,56
vĩ_mô,6,56
riêng_tư,9,56
view,8,56
da_liễu,5,56
cạn,11,56
máy_ảnh,8,56
tuần_hoàn,9,56
phân_công,8,56
lẻ,11,56
văn_phòng_phẩm,2,56
hứng_thú,9,56
công_lập,6,56
đơn_cử,9,56
pvtex,2,56
bệnh_lý,4,56
chiến_trường,5,56
nhúng,10,56
dược_phẩm,10,56
chân_dung,8,56
cao_ốc,5,56
cốp_pha,3,56
color,4,56
wifi,5,56
stress,10,56
rút_tiền,6,56
bình_minh,11,56
đối_đầu,8,56
kim_ngân,6,55
năng_suất,9,55
vietinbank,3,55
apacer,1,55
giáo_sư,11,55
metro,3,55
lạ_mắt,10,55
thành_tựu,10,55
chào_đời,2,55
mòn,11,55
sơ_mi,5,55
trúc,11,55
khít,8,55
sh,8,55
khai_mạc,10,55
showroom,9,55
đấu_trường,6,55
dân_tộc_thiểu_số,8,55
công_chúng,10,55
phòng_thủ,5,55
vùng_xa,7,55
kinh_nguyệt,5,55
plus,11,55
menu,5,55
óc,7,55
biếng,1,55
tôm_sú,2,55
thầy_giáo,6,55
đoàn_kết,9,55
sợ_hãi,8,55
click,6,55
nhà_xưởng,8,55
homestay,3,55
ranh,5,55
đồng_loạt,10,54
sáng_tác,9,54
galaxy,6,54
sunshine,2,54
tạ,11,54
arv,1,54
ngò,3,54
kế_toán_trưởng,3,54
kiên_giang,11,54
tố_cáo,9,54
reuters,7,54
