Token,Num_Labels,Num_Occurrences
tử_vong,7,67
tâm_trạng,7,67
thất_bại,11,67
garden,3,66
phá_giá,2,66
cữ,2,66
khán_giả,8,66
yên_tĩnh,7,66
đu_đủ,5,66
xăng,6,66
lụa,10,66
mg,8,66
sưng,9,66
lòng_đỏ,4,66
ph,5,66
đồng_bằng,11,66
bô,9,66
hạt_tiêu,5,66
liên_hợp,5,66
distributor,1,66
trưởng_thành,11,66
thảm_đỏ,3,66
nlg,1,66
nhiên,9,66
thí_điểm,9,66
khoá,9,66
sabeco,3,66
căn_bệnh,7,66
marshmallow,3,66
chuyên_đề,6,66
tẩy_rửa,7,66
nghề_nghiệp,11,66
nồng,7,66
tải_trọng,4,66
kỹ_thuật_số,7,66
mệt,11,66
bế,4,65
ngoại_tệ,4,65
bùng_nổ,9,65
đình,11,65
park,11,65
bệnh_tật,9,65
sấy,10,65
mc,6,65
măt,10,65
paraffin,1,65
bê_tông,7,65
uốn,8,65
gamer,2,65
giã,4,65
thủy_lực,5,65
khoai,7,65
biến_đổi,10,65
lừa_đảo,5,65
di_tích,3,65
hiền,10,65
chứng_chỉ,10,65
tự_nguyện,7,65
âm_lượng,3,65
hào_hứng,8,65
rau_câu,4,65
ốm,7,65
lý_giải,10,65
lưu_thông,11,65
cày,2,65
tẩm,8,65
lướt,11,65
xử_phạt,10,64
xôi,4,64
đậu_xanh,3,64
khz,2,64
chiến_trường,5,64
hạnh_nhân,3,64
chảy_máu,6,64
dĩ,10,64
cán,10,64
global,6,64
xoa,6,64
nhiệt_đới,11,64
qr,2,64
mật,10,64
huy,10,64
vani,5,64
trò,10,64
sinh_thái,9,64
xù,8,64
house,4,64
triết_lý,10,64
rèn_luyện,7,64
hồi_phục,10,64
ios,4,64
thun,6,63
đảm_bảo_vệ_sinh,6,63
gingerbon,1,63
thèm,5,63
xu_thế,8,63
eject,1,63
công_tắc,5,63
nhọn,8,63
xx,6,63
kích,10,63
khuê,8,63
nguyên_đán,7,63
nước_sạch,9,63
cấp_độ,9,63
chán,8,63
viên_chức,8,63
ch,10,63
sành_điệu,8,63
dám,11,63
mũ,10,63
nhánh,9,63
hông,9,63
hứng_thú,8,62
my,9,62
đặc_sản,7,62
nhập_viện,4,62
mặt_tiền,5,62
anh_hùng,8,62
lão_hóa,6,62
rộng_lớn,11,62
âm_đạo,4,62
nhuộm,6,62
vặt,6,62
thường_trực,8,62
xước,7,62
nón,9,62
pvc,3,62
max,7,62
dạo,9,62
định_mức,7,62
khép_kín,10,62
nhức,8,62
chấn_thương,7,62
bất_cập,11,62
mút,6,61
kiểm_định,10,61
thon,7,61
biếu,6,61
đòi,7,61
hồng_ngoại,3,61
chăn_nuôi,6,61
mix,5,61
eo,5,61
tích_lũy,11,61
laneige,1,61
tổng_cục,11,61
tham_gia_bảo_hiểm_xã_hội,1,61
phân_bổ,9,61
phở,4,61
đặc_sắc,9,61
trật_tự,9,61
tư_duy,9,61
vị_giác,5,61
nghĩa_vụ,10,61
tân_bình,5,61
dong,11,61
hạ_cánh,5,61
múc,4,61
tablet,3,61
văn_phòng_phẩm,2,61
survival,1,60
nhà_cửa,10,60
bí_thư,6,60
phì,7,60
lái_xe,11,60
máy_ảnh,6,60
chuyên_khoa,4,60
tội_phạm,9,60
đàm_phán,10,60
lcd,4,60
giao_diện,6,60
đa_phần,10,60
red,8,60
war,1,60
hàm,9,60
ấp,11,60
lên_mặt,7,60
quảng_ninh,9,60
vớt,7,60
tình_dục,6,60
windows,3,60
tuyệt_hảo,6,60
ngấm,6,60
international,9,60
mài,8,60
óc,6,60
mệnh,6,60
nhặt,8,60
tươi_mát,4,60
thủ_khoa,2,60
white,6,60
phụ_cấp,3,59
toát,7,59
động_thái,10,59
mode,4,59
beauty,2,59
đội_tuyển,7,59
coi_trọng,6,59
rụng,6,59
chấm_dứt,10,59
lãnh_thổ,10,59
thể_chất,7,59
nlđ,2,59
tt,7,59
biếng,1,59
bạch,10,59
có_thai,5,59
tôm_sú,3,59
pvp,2,59
tư_tưởng,6,59
vũng_tàu,9,59
miss,4,59
chữa_cháy,5,59
đuôi,10,59
khoan,10,59
nđcp,10,59
lành,11,59
thực_hành,10,59
kitkat,1,59
cưng,8,59
đề_tài,10,59
tinh_xảo,6,58
cánh_tay,11,58
hà_đông,5,58
nấm_hương,3,58
hành_lang,9,58
rổ,10,58
nhắc_nhở,11,58
quỷ,7,58
techmate,1,58
quái_vật,3,58
khó_tính,10,58
murad,3,58
cuộc_gọi,5,58
cảnh_sát,9,58
trớ,1,58
đấu_trường,5,58
hero,2,58
nấu_ăn,9,58
tình_nguyện,8,58
hơi_nước,6,58
nhà_đất,4,58
tinh_bột,6,58
clb,6,58
phòng_thủ,4,58
chu_kỳ,8,58
dpi,2,58
nhiễm_khuẩn,6,58
tùng,11,58
trưng_bày,9,58
chức_danh,7,58
nm,3,58
gọt,7,58
chứa_chất,6,57
everon,2,57
ngoan,6,57
bộ_cánh,5,57
bàn_chân,5,57
đoàn_kết,6,57
đột_ngột,9,57
tổn,6,57
khử_trùng,5,57
nuốt,5,57
phân_biệt,10,57
mái_tóc,3,57
đồng_bào,6,57
click,3,57
champions,2,57
hữu_cơ,6,57
giáp,8,57
tay_chân,6,57
stress,9,57
tâm_sự,11,57
menu,4,57
đếm,11,57
yoga,5,57
đạp,8,57
xúc,6,57
syria,3,57
huệ,8,57
học_viện,10,57
tam_quốc,1,56
song_phương,3,56
pokemon,1,56
đều_đặn,11,56
hóa_đơn,8,56
suzuki,2,56
trung_thu,4,56
kiên,8,56
hiện_hành,10,56
mỳ,6,56
color,4,56
một_vẻ,7,56
đèn_pha,3,56
go,6,56
kinh_nguyệt,4,56
chọn_lọc,10,56
nụ,11,56
hd,8,56
blade,3,56
bảo_mật,9,56
pet,3,56
impression,1,56
hải_quan,6,56
bt,7,56
ngộ_độc,6,56
gắn_kết,11,56
bình_minh,6,56
nạn_nhân,11,56
chào_đời,2,56
đính,8,56
mic,5,56
đầu_bếp,6,56
cốp_pha,3,56
đảm,9,56
vo,7,56
phù_hợp_nhất,11,56
giờ_phút,7,55
giấc,9,55
khoang,9,55
hpq,1,55
bao_phủ,11,55
cá_hồi,2,55
tu,8,55
gãy,10,55
kiện,9,55
atm,8,55
trí_tuệ,8,55
vuốt,9,55
nhược_điểm,10,55
máy_lạnh,7,55
nam_giới,9,55
bí,9,55
giám_định,5,55
tuyên_bố,10,55
vietinbank,3,55
tạng,6,55
bảoan,2,55
trầy,3,55
cụ,9,55
taxi,11,55
xô,6,55
apacer,1,55
