Token,Num_Labels,Num_Occurrences
đại_biểu,7,157
đề_án,9,157
phơi,7,157
khu_đô_thị,10,157
tủ_lạnh,8,156
thô,10,156
tỷ_giá,5,156
yaskawa,2,156
nh,9,156
điều_tra,10,156
nhuyễn,5,155
socola,4,155
sản_phẩm_chất_lượng,9,155
nguội,9,155
sofa,6,155
cải_cách,8,154
heo,8,154
tưới,7,153
bảo_hộ,8,153
ngọt_ngào,9,153
yến_mạch,3,152
hiệp,10,152
nguyên_chất,7,152
gỉ,5,151
son,7,151
iphone,5,150
hiển_thị,9,149
hlv,6,149
chim,10,148
sen,7,148
sổ,9,148
cuộn,9,148
xcm,4,148
ban_hành,9,148
cải,7,147
phòng_chống,10,147
hải_sản,9,146
bút,10,146
khuôn,8,146
nhà_bếp,6,146
truy_cập,10,146
gương,10,146
luminarc,1,145
lông,9,145
chua,6,144
táo,9,144
tr,10,144
cơ_quan_chức_năng,9,144
địch,3,144
hoa_quả,9,144
mô_tả,10,143
cà_chua,6,143
lanaform,1,142
thực_vật,9,141
cấp_cứu,6,141
ngon_miệng,6,139
dạ_dày,4,139
rà_soát,10,139
ngoại_giao,8,139
plc,3,138
lãng_mạn,9,138
súng,10,138
cháu,8,137
chất_béo,7,137
xơ,8,137
cafe,8,137
smartphone,10,136
mặn,9,136
hòa_bình,10,136
ủi,5,136
cơ_cấu,10,136
sữa_chua,4,136
gạch,9,135
miễn_dịch,7,135
lễ_hội,10,135
ốp,7,135
cổ_đông,8,135
chính_quyền,9,135
không_gỉ,4,135
bún,5,134
bền_bỉ,7,134
đậm_đà,5,134
valve,4,133
mồ_hôi,6,132
bố,9,132
gb,3,132
dân_cư,10,132
van,8,132
cốc,9,131
phẫu_thuật,9,131
hiệu_trưởng,7,131
đai,10,130
set,8,130
hàm_lượng,8,130
súp,6,130
loài,9,128
sửa_đổi,10,128
thi_đấu,6,128
khẩu_vị,6,127
ồn,9,127
tổng_giám_đốc,6,127
sinh_tồn,3,127
nghị_định,9,127
hấp_thụ,6,127
vnpt,3,127
condotel,1,127
hđqt,7,126
nhân_lực,9,126
autonics,2,126
nếp,9,125
độ_ẩm,6,125
điện_áp,3,124
quản_trị,10,124
chùi,4,124
igbt,1,124
bỉm,2,123
nguyễn_xuân,7,123
thanh_niên,9,123
ẩm_thực,7,123
minh_bạch,9,123
nâu,10,123
mah,2,123
cấu_tạo,5,123
vụ_việc,9,123
bộ_máy,10,122
hoa_hồng,9,122
phiên,7,122
gameplay,1,122
model,7,122
sưu_tập,10,121
kỷ_luật,7,121
hơn_tỷ,9,121
in,10,121
đúc,9,121
thanh_lịch,10,120
tăng_giá,6,120
khô_ráo,7,120
đòn,6,120
laser,5,120
vòi,10,120
mini,10,120
thu_thập,7,120
lãi,7,119
gas,7,119
android,7,119
yamaha,4,119
laptop,7,119
khuyến_mãi,9,118
hàng_không,7,118
sáp,5,118
bánh_xe,8,118
vé,10,118
mịn_màng,8,118
nph,1,118
thể_loại,6,118
richell,1,118
nấm,9,117
dáng,9,117
keo,10,117
tuổi_thọ,10,117
tư_thế,8,117
địa_ốc,2,116
trầy_xước,6,116
áo_khoác,6,116
hô_hấp,8,116
doosan,1,116
quyền_lợi,10,116
sức_sống,10,115
ng,4,115
virus,5,115
boss,4,115
thuê_bao,3,115
server,3,115
thpt,9,115
apple,7,114
thần_kinh,9,114
nhiễm_trùng,6,114
truyện,5,114
tổn_thương,10,114
ftramart,1,114
ấm_cúng,5,114
thảo,9,113
triệu_chứng,7,113
giấy_tờ,9,113
xét_nghiệm,6,113
chuyển_nhượng,8,113
hoa_văn,6,113
fanpage,9,113
kiều,9,113
tuyên_truyền,8,112
thanh_tra,9,112
phổi,6,112
dlqg,1,112
dẻo,8,112
bs,6,112
dưa,7,112
bán_lẻ,10,112
no,7,112
quảng_bá,10,111
chả,8,111
dung_dịch,10,111
tư_nhân,10,111
xông,7,111
size,8,111
vv,9,111
gan,10,111
khoai_lang,2,111
khuấy,5,111
chà,7,111
nước_mắm,4,111
phê_duyệt,10,111
gợi_cảm,7,110
bền_màu,5,110
cnc,2,110
quỳnh_trang,5,110
học_trò,5,109
silicon,5,109
xà_phòng,4,109
đường_nét,8,109
khoáng_chất,6,109
đùi,6,108
series,8,108
xưởng,8,108
gdđt,6,108
thẩm_định,10,108
melamine,3,108
cảm_ứng,10,108
skinfood,1,108
trường_học,9,108
mi,9,107
sỹ,6,107
sân_khấu,10,107
xinh_xắn,7,107
duyên,9,107
tin_dùng,8,107
vĩ_mô,6,107
nám,3,107
sát_thương,2,107
bóc,9,107
sennheiser,1,106
dị_ứng,7,106
vi_tính,4,106
ngũ_hổ,1,106
thông_dụng,6,106
jack,5,106
gel,5,105
bày_tỏ,10,105
airlines,5,105
nhăn,7,105
dâu,9,105
giấm,5,105
môi_giới,6,105
tĩnh_điện,5,105
dễ_thương,10,105
hâm_mộ,10,105
lõi,9,104
áp_suất,7,104
man,7,104
anker,1,104
spa,8,104
nôn,3,104
phiếu,9,103
đầm,8,103
len,7,103
chứng_khoán,7,103
vũ_khí,10,103
nhiên_liệu,8,103
cầu_thủ,6,103
belkin,1,103
ms,6,103
protein,5,102
ẩm_mốc,6,102
sim,4,102
nhờn,7,102
bank,6,102
biến_dạng,4,102
rang,7,102
cotton,5,101
củng_cố,10,101
quy_cách,7,101
phạt,9,101
cửa_sổ,9,101
bồn,8,100
viền,9,100
qh,7,100
skin,4,100
gọn_nhẹ,8,100
cầu_thang,8,100
cường_lực,3,100
đạm,5,100
inch,8,100
vp,4,99
muỗi,5,99
nông_dân,9,99
tnr,1,99
bạc_hà,6,99
va_đập,6,99
dịu_dàng,8,99
suy_nghĩ,9,99
xingapo,3,99
võ_gia,1,99
xoắn,8,99
coffee,6,99
cực_kì,10,99
sản_phụ,3,99
tranh_chấp,7,98
chó,8,98
mạ,9,98
ướt,7,98
bọt,7,98
cưới,10,98
pv,10,98
lập_trình,5,98
thứ_trưởng,7,98
khoai_tây,5,98
bass,2,98
tần_số,6,98
hữu_nghị,4,97
khỏe,7,97
vacosi,1,97
sinh_nhật,9,97
kẹp,8,97
liên_quân,3,97
edifier,1,97
bánh_quế,2,97
đấu_thầu,6,97
dai,9,97
kông,10,96
mỡ,10,96
tia,10,96
tài_nguyên,7,96
loãng,9,96
vdc,2,96
đa_khoa,8,96
lau_chùi,4,96
lưu_lượng,8,95
đề_kháng,6,95
abs,5,95
đh,6,95
khung_cảnh,7,95
điều_lệ,8,95
shop,8,94
chân_lông,5,94
án,10,94
biến_động,9,94
phương_châm,10,94
chăm,8,94
thcs,4,94
cốt_truyện,3,94
bệnh_nhi,3,94
bắp,8,94
lọ,10,94
chì,9,93
áo_dài,6,93
bấm,10,93
bản_đồ,6,93
sáp_nhập,8,93
túi_xách,8,93
horea,1,93
tem,8,93
con_trai,8,93
hủ_tiếu,3,93
auto,5,93
du_phong,1,92
chắn,10,92
hư,8,92
bã,6,92
môt,9,92
phó_chủ_tịch,9,92
nuôi_dưỡng,10,92
sai_lầm,9,91
chỉ_định,10,91
lung_linh,10,91
sonicgear,1,91
sữa_tươi,6,91
bộ_nhớ,4,91
thẩm_quyền,10,91
nước_dùng,5,91
đệm,10,91
chùm,9,91
báo_giá,5,90
cung_cấp_thiết_bị,3,90
trơn,9,90
fpt,4,90
tiền_tệ,8,90
ipad,7,90
bí_đỏ,2,90
hình_dáng,8,90
rán,5,90
ghép,10,90
kích_ứng,4,89
đàn_hồi,5,89
thục,5,89
fan,10,89
xổ_số,3,89
văn,10,89
sắc_màu,9,89
nhà_kính,3,89
mr,6,89
mỹ_thuật,5,89
phím,6,89
tinh_khiết,8,89
bàn_giao,8,89
kiến_nghị,9,89
lạm_phát,6,89
trang_web,9,89
hũ,5,88
cream,5,88
chay,8,88
kali,6,88
giải_đấu,7,88
biến_chứng,4,88
beta,5,88
vắt,6,88
mậu,9,88
thông_tư,8,88
gốm,7,88
de,10,88
khuyến_mại,8,88
tân_phú,7,88
dã_ngoại,9,88
combo,6,88
khay,8,87
tốt_nghiệp,7,87
bìa,8,87
cột,10,87
hình_sự,6,87
chủng_loại,9,87
cổ_phần_hóa,4,87
quốc_phòng,7,87
vóc_dáng,7,87
tô_điểm,10,87
thê,10,87
lương_thế,2,87
siêu_âm,6,87
axit,6,87
diễn_viên,6,86
định_vị,9,86
thí_sinh,6,86
bánh_mì,6,86
phâm,6,86
httpbaoanjsccomvn,2,86
họng,8,86
dragon,4,86
bổ_dưỡng,5,86
vặn,6,86
trang_nhã,8,86
ngũ_cốc,6,86
sương,10,86
th,8,86
team,3,86
thú,10,86
iii,10,85
giấy_phép,10,85
đục,10,85
hợp_kim,4,85
diễn_đàn,8,85
sét,6,85
quỳnh,8,85
nhân_sự,8,85
bồi_thường,5,85
tham_quan,10,85
chân_không,4,85
mpa,2,85
lành_nghề,6,85
phân_giải,6,84
duplomatic,1,84
tuất,9,84
gtvt,6,84
nộ,2,84
chocolate,4,84
khủng,10,84
chấp_hành,8,84
mdf,4,84
nhai,5,84
nội_trú,5,83
bong,9,83
coleman,2,83
bang,8,83
thanh_xuân,9,83
vĩnh_viễn,7,83
fdi,5,83
tỉnh_thành_phố,9,83
rây,3,83
dư_nợ,3,83
oxy,10,83
trang_chủ,7,83
league,3,82
pha_chế,7,82
thiện,9,82
item,2,82
collagen,5,82
mùi_vị,5,82
tái_cơ_cấu,7,82
xứ,10,82
xoài,8,82
dịch_bệnh,5,82
acv,3,82
quốc_lộ,6,82
phấn_đấu,10,81
tái_tạo,9,81
lắc,10,81
pallet,1,81
kích_cỡ,10,81
đường_bay,4,81
koi,2,81
pha_trộn,10,81
hòa_quyện,8,81
khuôn_mặt,9,81
làm_quà,6,81
tồn_kho,6,81
động_viên,9,81
khoảng_tỷ,8,81
cào,4,81
đấu,5,81
thẻ_nhớ,3,81
đầu_ra,8,81
mè,4,81
nữ_tính,6,80
tiêu_chảy,6,80
bo,7,80
đất_đai,4,80
tháp,10,80
kẽm,6,80
vinaphone,3,80
thắp,9,80
sẹo,5,80
bàn_phím,6,80
ban_đêm,9,80
kts,3,80
thận,7,80
huyết_áp,9,79
dầu_mỡ,7,79
thương_vụ,7,79
chẩn_đoán,7,79
đt,5,79
ngành_hàng,6,79
ti,5,78
cành,6,78
cảnh_quan,7,78
land,4,78
đói,7,78
tuyển_sinh,6,78
vtc,9,78
đường_sắt,9,78
thẩm_thấu,6,78
lightning,1,78
cacao,4,78
phú_quốc,6,78
laurelle,1,78
nát,8,78
công_thương,8,78
tán,9,78
sunhouse,1,78
lắp_ráp,7,78
tiền_lương,5,78
air,9,77
chè,10,77
điện_thoại_di_động,10,77
lưu_trú,4,77
đắp,10,77
goldseason,1,77
đại_hội,10,77
cbre,1,77
bức_xúc,10,77
lưỡi,4,77
acid,6,77
studio,6,77
chào_bán,3,76
vac,2,76
đài_loan,7,76
dứa,5,76
bình_dương,5,76
rong,7,76
skiip,1,76
nứt,8,76
guitar,6,76
card,3,76
nang,6,76
chiết_khấu,8,76
legends,1,76
mỹ_nhân,5,76
trợ_cấp,5,75
niêm_yết,9,75
hưu_trí,2,75
ngắn_hạn,7,75
nilon,7,75
sinh_tố,4,75
kiên_trì,10,75
đạo_đức,8,75
clip,9,75
quái,4,75
công_nghệ_cao,8,75
khen,10,75
ghi_nhớ,9,75
cách_nhiệt,3,75
trung_cấp,6,75
làm_quen,7,75
chun,1,75
blw,1,75
hấp_thu,6,75
rắc,8,75
phat,8,75
mát_mẻ,9,74
london,7,74
nhất_trí,5,74
măng,6,74
real,4,74
đồng_đội,3,74
táo_bón,3,74
mitsubishi,5,74
mượt,9,74
cá_chép,5,74
ngây,2,74
thôn,9,73
victorinox,1,73
mã_lực,2,73
phanh,7,73
cắn,8,73
dự_thảo,8,73
phần_thưởng,6,73
legend,4,73
chiêu,7,73
câp,8,73
kinh_phí,10,73
nhung,10,73
cc,6,73
thường_vụ,7,73
lười,8,72
download,5,72
bôi,5,72
phó_giám_đốc,8,72
cô_giáo,4,72
delfi,1,72
energizer,2,72
logo,9,72
details,2,72
thi_hành,6,72
power,7,72
tổng_bí_thư,4,72
phước,10,72
tiện_nghi,9,72
cựa,1,72
mp,6,72
mmorpg,1,72
danh_mục,10,72
ac,6,72
bảo_tồn,8,72
nghiền,7,71
vướng_mắc,8,71
sản_sinh,8,71
mộc,10,71
cummins,1,71
nước_lọc,6,71
cuộc_chiến,8,71
cước,7,71
họa_tiết,9,71
kĩ_năng,5,71
nếm,4,71
hoa_hậu,5,71
rối_loạn,9,71
má,8,71
vnd,7,71
vô_địch,8,71
danh_hiệu,9,71
công_chức,7,71
quấn,9,71
tổng_thống,8,71
vịt,6,71
thắt,10,71
ăn_mòn,3,71
hdpe,2,71
nước_lạnh,5,70
vali,4,70
đảng_viên,4,70
chiếm_đoạt,7,70
pubg,1,70
tiểu_học,5,70
siêu_thị,9,70
dân_dụng,7,70
emdep,1,70
tọa_lạc,3,70
hội_thảo,10,70
phaner,1,70
ca_sĩ,7,70
máy_bơm,1,70
gòn,4,70
hội_nhập,9,70
vòngphút,3,70
họa,5,70
lợn,9,70
phai,10,69
nc,3,69
hà_lan,9,69
hiến,7,69
quấy,3,69
con_em,7,69
tân_sơn,7,69
kích_hoạt,9,69
gia_công,8,69
ak,4,69
tuyển_chọn,10,69
candle,2,69
hot,10,68
chât,8,68
trâm,6,68
đạt_tỷ,5,68
phong_trào,9,68
bidv,4,68
free,7,68
body,5,68
thuât,5,68
biểu_diễn,10,68
thang_máy,9,68
phòng_ngừa,10,68
tham_nhũng,5,68
ven,8,68
bổ,8,68
lục,8,68
bỏng,9,68
twister,1,68
linh_kiện,6,68
ngắt,7,68
hyundai,2,68
manga,1,68
tiểu_đường,7,68
chân_đế,3,68
khẩn_cấp,10,68
nước_cốt,4,67
sai_phạm,8,67
mu,6,67
nhà_cái,3,67
nhầm,10,67
chuyên_dụng,10,67
đối_phương,7,67
tăm,7,67
thảo_dược,6,67
lợi_dụng,9,67
dây_cáp,5,67
tử_vong,7,67
nước_ối,1,67
huyền_thoại,10,67
ngành_nghề,8,67
quế,8,67
nấu_nướng,8,67
cơn_sốt,8,67
ký_kết,7,67
tráng,8,67
quét,10,67
tâm_trạng,7,67
benfica,1,67
bận_rộn,9,67
tivi,7,67
toàn_thân,5,67
phá_giá,2,66
sưng,9,66
khán_giả,8,66
ph,5,66
marshmallow,3,66
kỹ_thuật_số,7,66
cây_xanh,6,66
nlg,1,66
distributor,1,66
cữ,2,66
tẩy_rửa,7,66
bô,9,66
hạt_tiêu,5,66
liên_hợp,5,66
lụa,10,66
lòng_đỏ,4,66
thảm_đỏ,3,66
thúy,5,66
mg,8,66
căn_bệnh,7,66
yên_tĩnh,7,66
nồng,7,66
trực_thuộc,9,66
garden,3,66
tải_trọng,4,66
thí_điểm,9,66
nhiên,9,66
đu_đủ,5,66
thủy_lực,5,65
cày,2,65
hào_hứng,8,65
di_tích,3,65
ốm,7,65
khoai,7,65
bế,4,65
paraffin,1,65
lừa_đảo,5,65
âm_lượng,3,65
bùng_nổ,9,65
giã,4,65
hiền,10,65
gamer,2,65
sabeco,2,65
khoá,8,65
uốn,8,65
rau_câu,4,65
lý_giải,10,65
sấy,10,65
mc,6,65
biến_đổi,10,65
xăng,5,65
măt,10,65
ngoại_tệ,4,65
bệnh_tật,9,65
triết_lý,10,64
xôi,4,64
rèn_luyện,7,64
vani,5,64
trò,10,64
cán,10,64
house,4,64
hạnh_nhân,3,64
tự_nguyện,6,64
hồi_phục,10,64
đậu_xanh,3,64
chảy_máu,6,64
xoa,6,64
chiến_trường,5,64
ios,4,64
sinh_thái,9,64
khz,2,64
global,6,64
tẩm,7,64
qr,2,64
mật,10,64
xu_thế,8,63
khuê,8,63
đảm_bảo_vệ_sinh,6,63
gingerbon,1,63
kích,10,63
thun,6,63
nhọn,8,63
sành_điệu,8,63
nước_sạch,9,63
xử_phạt,9,63
cấp_độ,9,63
nguyên_đán,7,63
eject,1,63
công_tắc,5,63
nghề_nghiệp,9,63
thèm,5,63
nhánh,9,63
chán,8,63
mũ,10,63
hông,9,63
ch,10,63
zalo,6,62
lão_hóa,6,62
nón,9,62
huy,8,62
nhập_viện,4,62
xx,5,62
mặt_tiền,5,62
hứng_thú,8,62
xước,7,62
vặt,6,62
đồng_bằng,10,62
nhức,8,62
pvc,3,62
dạo,9,62
max,7,62
đình,10,62
my,9,62
âm_đạo,4,62
anh_hùng,8,62
chấn_thương,7,62
khép_kín,10,62
nhuộm,6,62
chăn_nuôi,6,61
trật_tự,9,61
hạ_cánh,5,61
tablet,3,61
hồng_ngoại,3,61
biên_chế,5,61
biếu,6,61
laneige,1,61
đặc_sản,6,61
đặc_sắc,9,61
tham_gia_bảo_hiểm_xã_hội,1,61
bê_tông,5,61
rộng_lớn,10,61
vị_giác,5,61
tân_bình,5,61
eo,5,61
đòi,7,61
múc,4,61
mút,6,61
kiểm_định,10,61
phở,4,61
thon,7,61
văn_phòng_phẩm,2,61
mix,5,61
tư_duy,9,61
xù,7,61
đàm_phán,10,60
viên_chức,7,60
bí_thư,6,60
windows,3,60
quảng_ninh,9,60
dong,10,60
óc,6,60
chuyên_khoa,4,60
tươi_mát,4,60
đa_phần,10,60
giao_diện,6,60
ngấm,6,60
lcd,4,60
international,9,60
survival,1,60
thủ_khoa,2,60
white,6,60
nhặt,8,60
dĩ,9,60
war,1,60
tình_dục,6,60
red,8,60
hàm,9,60
thường_trực,7,60
lên_mặt,7,60
tuyệt_hảo,6,60
mài,8,60
máy_ảnh,6,60
động_thái,10,59
nlđ,2,59
nhà_cửa,9,59
toát,7,59
tt,7,59
khoan,10,59
thực_hành,10,59
cưng,8,59
tư_tưởng,6,59
coi_trọng,6,59
đề_tài,10,59
vũng_tàu,9,59
bất_cập,10,59
phụ_cấp,3,59
biếng,1,59
có_thai,5,59
đội_tuyển,7,59
rụng,6,59
lãnh_thổ,10,59
pvp,2,59
chữa_cháy,5,59
vớt,6,59
beauty,2,59
mode,4,59
miss,4,59
thể_chất,7,59
kitkat,1,59
nm,3,58
chu_kỳ,8,58
mệnh,5,58
đấu_trường,5,58
đông_lạnh,6,58
nhà_đất,4,58
hơi_nước,6,58
dpi,2,58
chấm_dứt,9,58
phân_bổ,8,58
trớ,1,58
nấm_hương,3,58
quỷ,7,58
hero,2,58
khó_tính,10,58
tội_phạm,8,58
cuộc_gọi,5,58
bạch,9,58
hà_đông,5,58
tinh_bột,6,58
trưng_bày,9,58
clb,6,58
tinh_xảo,6,58
quái_vật,3,58
phòng_thủ,4,58
nhiễm_khuẩn,6,58
gọt,7,58
tình_nguyện,8,58
murad,3,58
techmate,1,58
nấu_ăn,9,58
khử_trùng,5,57
định_mức,6,57
stress,9,57
chứa_chất,6,57
xúc,6,57
syria,3,57
đuôi,9,57
nghĩa_vụ,9,57
mái_tóc,3,57
menu,4,57
phân_biệt,10,57
giáp,8,57
everon,2,57
ngoan,6,57
rổ,9,57
bàn_chân,5,57
tổn,6,57
đồng_bào,6,57
champions,2,57
đột_ngột,9,57
tổng_cục,9,57
yoga,5,57
đạp,8,57
nuốt,5,57
tay_chân,6,57
bộ_cánh,5,57
click,3,57
đoàn_kết,6,57
hữu_cơ,6,57
hành_lang,8,57
chức_danh,6,57
đính,8,56
blade,3,56
hải_quan,6,56
mic,5,56
tam_quốc,1,56
một_vẻ,7,56
chọn_lọc,10,56
song_phương,3,56
kinh_nguyệt,4,56
chào_đời,2,56
go,6,56
ngộ_độc,6,56
nđcp,8,56
nghiệp_vụ,8,56
kiên,8,56
suzuki,2,56
pokemon,1,56
đèn_pha,3,56
bình_minh,6,56
impression,1,56
trung_thu,4,56
hd,8,56
color,4,56
đảm,9,56
sỉ,4,56
mỳ,6,56
huệ,7,56
pet,3,56
vo,7,56
bảo_mật,9,56
nam_giới,9,55
học_viện,9,55
tu,8,55
chung_kết,9,55
cốp_pha,2,55
hpq,1,55
cá_hồi,2,55
đầu_bếp,5,55
atm,8,55
khủng_hoảng,8,55
cụ,9,55
xxcm,3,55
gãy,10,55
mourinho,1,55
vuốt,9,55
giấc,9,55
giờ_phút,7,55
pk,3,55
vietinbank,3,55
máy_lạnh,7,55
nhược_điểm,10,55
xô,6,55
trầy,3,55
trí_tuệ,8,55
bí,9,55
khoang,9,55
audio,1,55
apacer,1,55
quai,6,55
gắn_kết,10,55
bảoan,2,55
tuyên_bố,10,55
hiện_hành,9,54
wwwhpqtechcom,1,54
tea,4,54
nhẵn,7,54
sọc,7,54
túi_tiền,9,54
phô_mai,3,54
khít,5,54
hóa_đơn,7,54
youtube,8,54
tín_đồ,10,54
cấp_ủy,5,54
one,9,54
tờ,9,54
perfect,4,54
tuần_hoàn,8,54
nhà_xưởng,6,54
kiện,8,54
db,2,54
đấu_tranh,8,54
control,6,54
vung,5,54
rốn,3,53
bar,9,53
jeans,3,53
chuyển_dạ,2,53
tương_tác,8,53
nhét,7,53
phát_biểu_kiến,4,53
food,5,53
tạng,5,53
taxi,10,53
kép,8,53
gắn_bó,9,53
động_vật,8,53
homestay,2,53
tá,7,53
tiến_sĩ,6,53
nhạy,4,53
kiến_trúc_sư,6,53
chiêu_thức,2,53
hành_tây,3,53
động_tác,8,53
vùng_đất,7,53
đắng,9,53
suy,8,53
mòn,9,53
phó_tổng_giám_đốc,5,53
mí,3,53
full,6,53
kháng_sinh,5,53
hiệp_định,6,53
samsung,9,53
cải_tạo,10,53
quan_niệm,9,53
lươn,2,53
giám_định,4,53
iso,4,53
ko,8,53
hương_liệu,6,53
đầu_lòng,2,53
laminate,2,53
sandisk,1,52
thất_nghiệp,6,52
fishermans,1,52
lạ_mắt,9,52
ðức,7,52
chúc_mừng,10,52
thị_xã,7,52
trái_phép,8,52
mcc,1,52
bao_bọc,10,52
tổn_hại,9,52
khẩn_trương,7,52
phì,6,52
lẻ,8,52
phích,4,52
steam,2,52
trực,7,52
điên,9,52
cách_âm,4,52
thuyền,8,52
sx,6,52
hp,6,52
rạng_rỡ,4,52
plus,10,52
bong_bóng,7,52
nước_mắt,6,52
học_bổng,5,52
sưởi,7,52
đối_thoại,7,52
năng_suất,9,51
hộp_số,2,51
ngạo,2,51
chức,10,51
phái_đẹp,4,51
vú,5,51
gram,5,51
liên_hoan,3,51
savills,1,51
thổ,9,51
vào_cuộc,9,51
suối,10,51
sáng_tác,7,51
chu,10,51
ubl,1,51
đại_sứ,6,51
tươi_tắn,6,51
ao,10,51
bảo_trì,9,51
tươi_trẻ,6,51
thanh_hóa,7,51
trụ,10,51
sôcôla,3,51
kẹo_gừng,1,51
thùy,5,51
doanh,8,51
nội_soi,3,51
chỉ_thị,9,51
sony,2,51
nguyễn_văn,10,51
di_sản,2,51
thầy_văn,1,51
cao_tầng,8,51
paris,9,51
tận_tình,10,51
thuốc_lá,8,51
living,4,50
bhtn,1,50
vs,5,50
tuyển_dụng,8,50
năm_học,3,50
